time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
7152|-6920367.050732867,-1021137.5832426291,2529174.9685408864|744.6767086753166,-6960.687529228521,393.9089823862321|0,0,0|0,0,0|0,0,0|-0.9999989858589946,-0.0014241770384688971,0|9.679856776930661
7153|-6919913.037095111,-1025369.6049859355,2529414.018486705|748.7514172123358,-6960.085018298528,392.419686246763|0,0,0|0,0,0|0,0,0|-0.999998985575418,-0.0014243761403947169,0|9.679717888041772
7154|-6919456.861682556,-1029598.342934331,2529651.999079687|752.8226537902476,-6959.480492192627,390.9314209034146|0,0,0|0,0,0|0,0,0|-0.9999989852918018,-0.00142457524232048,0|9.679578999152882
7155|-6918998.52952047,-1033823.8009382561,2529888.912449279|756.8904231994497,-6958.873955917025,389.444185143632|0,0,0|0,0,0|0,0,0|-0.9999989850081459,-0.0014247743442461869,0|9.679440110263993
7156|-6918538.045619628,-1038045.9828454112,2530124.7607195713|760.9547302242595,-6958.265414462427,387.9579777555375|0,0,0|0,0,0|0,0,0|-0.9999989847244504,-0.001424973446171837,0|9.679301221375106
7157|-6918075.414976342,-1042264.8925007755,2530359.546009315|765.0155796429306,-6957.6548728040525,386.4727975279268|0,0,0|0,0,0|0,0,0|-0.9999989844407152,-0.0014251725480974309,0|9.679162332486216
7158|-6917610.642572512,-1046480.533746563,2530593.2704319353|769.0729762276312,-6957.042335901722,384.9886432502838|0,0,0|0,0,0|0,0,0|-0.9999989841569404,-0.001425371650022968,0|9.679023443597327
7159|-6917143.733375658,-1050692.910422247,2530825.9360955413|773.1269247444764,-6956.427808699867,383.50551371277186|0,0,0|0,0,0|0,0,0|-0.999998983873126,-0.001425570751948449,0|9.67888455470844
7160|-6916674.692338968,-1054902.0263645132,2531057.5451029413|777.1774299534922,-6955.811296127605,382.0234077062512|0,0,0|0,0,0|0,0,0|-0.999998983589272,-0.0014257698538738732,0|9.67874566581955
7161|-6916203.524401328,-1059107.8854072872,2531288.099551657|781.2244966086527,-6955.192803098769,380.54232402227103|0,0,0|0,0,0|0,0,0|-0.9999989833053783,-0.001425968955799241,0|9.67860677693066
7162|-6915730.234487373,-1063310.4913816897,2531517.601533934|785.26812945785,-6954.572334511964,379.062261453083|0,0,0|0,0,0|0,0,0|-0.999998983021445,-0.0014261680577245524,0|9.678467888041771
7163|-6915254.827507517,-1067509.8481160514,2531746.053136756|789.3083332429209,-6953.949895250605,377.58321879163816|0,0,0|0,0,0|0,0,0|-0.999998982737472,-0.001426367159649807,0|9.678328999152884
7164|-6914777.308358001,-1071705.9594358953,2531973.4564418592|793.3451126996324,-6953.325490182971,376.1051948315944|0,0,0|0,0,0|0,0,0|-0.9999989824534594,-0.0014265662615750051,0|9.678190110263994
7165|-6914297.681920923,-1075898.8291639267,2532199.813525743|797.3784725576968,-6952.699124162247,374.6281883673171|0,0,0|0,0,0|0,0,0|-0.9999989821694072,-0.0014267653635001468,0|9.678051221375105
7166|-6913815.9530642945,-1080088.4611200213,2532425.1264596866|801.408417540755,-6952.070802026573,373.1521981938885|0,0,0|0,0,0|0,0,0|-0.9999989818853153,-0.001426964465425232,0|9.677912332486216
7167|-6913332.126642052,-1084274.8591212216,2532649.3973097545|805.4349523663973,-6951.4405285990815,371.6772231071045|0,0,0|0,0,0|0,0,0|-0.9999989816011838,-0.0014271635673502605,0|9.677773443597328
7168|-6912846.207494126,-1088458.0269817214,2532872.6281368197|809.4580817461516,-6950.808308687956,370.20326190348413|0,0,0|0,0,0|0,0,0|-0.9999989813170127,-0.0014273626692752324,0|9.677634554708439
7169|-6912358.20044646,-1092637.968512862,2533094.820996569|813.4778103854927,-6950.174147086467,368.73031338026937|0,0,0|0,0,0|0,0,0|-0.9999989810328019,-0.0014275617712001477,0|9.67749566581955
7170|-6911868.110311062,-1096814.6875231143,2533315.977939516|817.4941429838352,-6949.538048573019,367.25837633543284|0,0,0|0,0,0|0,0,0|-0.9999989807485514,-0.0014277608731250065,0|9.67735677693066
7171|-6911375.941886032,-1100988.1878180834,2533536.1010110206|821.50708423455,-6948.900017911203,365.7874495676758|0,0,0|0,0,0|0,0,0|-0.9999989804642613,-0.0014279599750498086,0|9.677217888041772
7172|-6910881.699955611,-1105158.4732004846,2533755.1922512925|825.5166388249492,-6948.260059849827,364.3175318764378|0,0,0|0,0,0|0,0,0|-0.9999989801799315,-0.0014281590769745541,0|9.677078999152883
7173|-6910385.38929021,-1109325.547470152,2533973.2536954125|829.5228114363078,-6947.618179122975,362.8486220618931|0,0,0|0,0,0|0,0,0|-0.9999989798955621,-0.001428358178899243,0|9.676940110263994
7174|-6909887.014646459,-1113489.414424009,2534190.2873733398|833.5256067438422,-6946.974380450046,361.38071892496293|0,0,0|0,0,0|0,0,0|-0.999998979611153,-0.0014285572808238754,0|9.676801221375104
7175|-6909386.580767239,-1117650.077856074,2534406.295309925|837.5250294167303,-6946.328668535797,359.9138212673124|0,0,0|0,0,0|0,0,0|-0.9999989793267043,-0.0014287563827484512,0|9.676662332486217
7176|-6908884.092381721,-1121807.5415574461,2534621.279524926|841.5210841181059,-6945.6810480703925,358.44792789135647|0,0,0|0,0,0|0,0,0|-0.999998979042216,-0.0014289554846729704,0|9.676523443597327
7177|-6908379.554205403,-1125961.8093162996,2534835.242033018|845.5137755050642,-6945.031523729444,356.98303760026204|0,0,0|0,0,0|0,0,0|-0.9999989787576881,-0.0014291545865974327,0|9.676384554708438
7178|-6907872.970940151,-1130112.884917876,2535048.184843806|849.5031082286636,-6944.380100174057,355.51914919795234|0,0,0|0,0,0|0,0,0|-0.9999989784731205,-0.0014293536885218385,0|9.67624566581955
7179|-6907364.34727424,-1134260.772144469,2535260.1099618403|853.4890869339227,-6943.726782050872,354.05626148911114|0,0,0|0,0,0|0,0,0|-0.9999989781885132,-0.0014295527904461876,0|9.676106776930661
7180|-6906853.687882382,-1138405.4747754252,2535471.019386625|857.4717162598309,-6943.071573992113,352.59437327918374|0,0,0|0,0,0|0,0,0|-0.9999989779038664,-0.0014297518923704802,0|9.675967888041772
7181|-6906340.997425771,-1142546.9965871216,2535680.9151126314|861.4510008393394,-6942.41448061563,351.13348337438424|0,0,0|0,0,0|0,0,0|-0.9999989776191799,-0.001429950994294716,0|9.675828999152882
7182|-6905826.280552124,-1146685.3413529773,2535889.799129314|865.426945299378,-6941.755506524938,349.67359058169353|0,0,0|0,0,0|0,0,0|-0.9999989773344538,-0.001430150096218895,0|9.675690110263995
7183|-6905309.541895709,-1150820.5128434328,2536097.6734211203|869.3995542608468,-6941.094656309267,348.21469370886626|0,0,0|0,0,0|0,0,0|-0.999998977049688,-0.0014303491981430174,0|9.675551221375105
7184|-6904790.78607739,-1154952.5148259387,2536304.539967501|873.3688323386197,-6940.431934543601,346.75679156443397|0,0,0|0,0,0|0,0,0|-0.9999989767648826,-0.0014305483000670832,0|9.675412332486216
7185|-6904270.017704659,-1159081.3510649637,2536510.4007429266|877.3347841415568,-6939.767345788725,345.2998829577047|0,0,0|0,0,0|0,0,0|-0.9999989764800375,-0.0014307474019910921,0|9.675273443597327
7186|-6903753.193273976,-1163160.1604076023,2536712.9354280247|881.2524030261832,-6939.108478345244,343.86050563187615|0,0,0|0,0,0|0,0,0|-0.9999989761951529,-0.0014309465039150445,0|9.675134554708439
7187|-6903234.410685779,-1167235.8828549273,2536914.4908940783|885.1667797443426,-6938.447794926762,342.4220970795809|0,0,0|0,0,0|0,0,0|-0.9999989759102285,-0.00143114560583894,0|9.67499566581955
7188|-6902707.677538556,-1171355.316070999,2537117.3688565814|889.1228555485086,-6937.7776745000465,340.9681394635287|0,0,0|0,0,0|0,0,0|-0.9999989756252644,-0.001431344707762779,0|9.67485677693066
7189|-6902178.950030587,-1175471.598486098,2537319.2488520653|893.0756233489523,-6937.105705083883,339.5151706572576|0,0,0|0,0,0|0,0,0|-0.9999989753402607,-0.001431543809686561,0|9.674717888041771
7190|-6901648.232703374,-1179584.7338496828,2537520.132830386|897.0250877245991,-6936.431891169009,338.06318947400104|0,0,0|0,0,0|0,0,0|-0.9999989750552174,-0.0014317429116102863,0|9.674578999152883
7191|-6901115.530085274,-1183694.7259081658,2537720.022736491|900.9712532483657,-6935.756237232216,336.61219472779146|0,0,0|0,0,0|0,0,0|-0.9999989747701344,-0.001431942013533955,0|9.674440110263994
7192|-6900580.846691533,-1187801.578404905,2537918.9205104318|904.9141244871574,-6935.0787477363965,335.16218523346504|0,0,0|0,0,0|0,0,0|-0.9999989744850118,-0.001432141115457567,0|9.674301221375105
7193|-6900044.18702432,-1191905.2950802234,2538116.8280873736|908.8537060018942,-6934.399427130574,333.7131598066564|0,0,0|0,0,0|0,0,0|-0.9999989741998496,-0.001432340217381122,0|9.674162332486215
7194|-6899505.555572762,-1196005.8796713706,2538313.7473976114|912.7900023474883,-6933.718279849956,332.2651172638099|0,0,0|0,0,0|0,0,0|-0.9999989739146478,-0.0014325393193046203,0|9.674023443597328
7195|-6898971.111014951,-1200056.7914686222,2538507.4593889387|916.678343123492,-6933.043081553038,330.834494785319|0,0,0|0,0,0|0,0,0|-0.9999989736294063,-0.0014327384212280618,0|9.673884554708438
7196|-6898434.74791926,-1204104.6492161574,2538700.2091843626|920.5634818050444,-6932.366106441525,329.4048306813185|0,0,0|0,0,0|0,0,0|-0.9999989733441251,-0.0014329375231514464,0|9.673745665819549
7197|-6897890.272379264,-1208195.9308355434,2538894.197536127|924.4900242156117,-6931.679546776317,327.9597074525607|0,0,0|0,0,0|0,0,0|-0.9999989730588044,-0.0014331366250747743,0|9.67360677693066
7198|-6897343.842781084,-1212284.0952043966,2539087.2052505063|928.4132995138715,-6930.991177940385,326.51556240848134|0,0,0|0,0,0|0,0,0|-0.999998972773444,-0.0014333357269980455,0|9.673467888041772
7199|-6896795.46354949,-1216369.1460446268,2539279.2342337226|932.3333122249289,-6930.301004300771,325.0723943695831|0,0,0|0,0,0|0,0,0|-0.9999989724880439,-0.0014335348289212597,0|9.673328999152883
7200|-6896245.139096433,-1220451.087075042,2539470.286387197|936.2500668679097,-6929.609030210949,323.6302021571927|0,0,0|0,0,0|0,0,0|-0.9999989722026043,-0.0014337339308444171,0|9.673190110263993
7201|-6895692.873821075,-1224529.922011339,2539660.3636075645|940.1635679559635,-6928.915260010864,322.1889845934632|0,0,0|0,0,0|0,0,0|-0.999998971917125,-0.0014339330327675177,0|9.67299566581955
7202|-6895144.980717692,-1228559.3568364838,2539847.324334341|944.0294035479511,-6928.22761218925,320.7651014476567|0,0,0|0,0,0|0,0,0|-0.999998971631606,-0.0014341321346905615,0|9.672801221375106
7203|-6894595.199164638,-1232585.7629726022,2540033.335832312|947.8920678641654,-6927.538217242542,319.34216863829505|0,0,0|0,0,0|0,0,0|-0.9999989713460473,-0.0014343312366135485,0|9.672606776930664
7204|-6894037.181453056,-1236655.3721885518,2540220.5215934855|951.7959088942915,-6926.839125095598,317.90384590390084|0,0,0|0,0,0|0,0,0|-0.999998971060449,-0.0014345303385364786,0|9.67241233248622
7205|-6893477.24028997,-1240721.8900578232,2540406.739917818|955.6965142604296,-6926.138253966408,316.4664931417824|0,0,0|0,0,0|0,0,0|-0.999998970774811,-0.001434729440459352,0|9.672217888041775
7206|-6892915.3800114235,-1244785.32028054,2540591.992678283|959.593888446035,-6925.435608128178,315.0301091782453|0,0,0|0,0,0|0,0,0|-0.9999989704891334,-0.0014349285423821683,0|9.672023443597332
7207|-6892351.604940879,-1248845.6665536806,2540776.2817431386|963.4880359286068,-6924.731191840821,313.5946928404377|0,0,0|0,0,0|0,0,0|-0.9999989702034162,-0.0014351276443049276,0|9.671828999152888
7208|-6891798.797064193,-1252810.7561601205,2540955.4531158064|967.2905668117194,-6924.041078536379,312.1928333658317|0,0,0|0,0,0|0,0,0|-0.9999989699176594,-0.00143532674622763,0|9.671634554708445
7209|-6891231.248604619,-1256865.0154933683,2541137.842172367|971.178347378384,-6923.333174075409,310.7593268390774|0,0,0|0,0,0|0,0,0|-0.9999989696318629,-0.0014355258481502755,0|9.671440110264001
7210|-6890661.798151071,-1260916.2018652335,2541319.2730678115|975.0629145374992,-6922.6235117699725,309.32678445117176|0,0,0|0,0,0|0,0,0|-0.9999989693460267,-0.0014357249500728641,0|9.671245665819557
7211|-6890090.449977342,-1264964.3189601009,2541499.747651747|978.9442727429007,-6921.91209582753,307.8952050326408|0,0,0|0,0,0|0,0,0|-0.999998969060151,-0.0014359240519953957,0|9.67110677693067
7212|-6889517.208344823,-1269009.370459178,2541679.2677691225|982.822426442482,-6921.198930442457,306.46458741486657|0,0,0|0,0,0|0,0,0|-0.9999989687742356,-0.0014361231539178705,0|9.67096788804178
7213|-6888955.16960738,-1272959.5306177489,2541853.7874739897|986.6093484555405,-6920.500287116557,305.0674119746424|0,0,0|0,0,0|0,0,0|-0.9999989684882805,-0.0014363222558402883,0|9.67082899915289
7214|-6888378.19658534,-1276998.5314208642,2542031.425763031|990.4811790421209,-6919.783674901289,303.63869266286093|0,0,0|0,0,0|0,0,0|-0.9999989682022858,-0.0014365213577626492,0|9.670690110264003
7215|-6887799.342718731,-1281034.4775692658,2542208.1150509464|994.3498183303449,-6919.065325654076,302.2109316776279|0,0,0|0,0,0|0,0,0|-0.9999989679162515,-0.0014367204596849531,0|9.670551221375113
7216|-6887218.612219947,-1285067.3727314586,2542383.8571642647|998.2152707445248,-6918.345243517624,300.7841278537487|0,0,0|0,0,0|0,0,0|-0.9999989676301776,-0.0014369195616072002,0|9.670412332486224
7217|-6886642.640279323,-1289051.4439512019,2542556.672901597|1002.03366913192,-6917.631644713822,299.37447747736786|0,0,0|0,0,0|0,0,0|-0.999998967344064,-0.0014371186635293903,0|9.670273443597335
7218|-6886064.842267075,-1293032.540252491,2542728.5664055827|1005.8489612450219,-6916.916360195627,297.9657603700126|0,0,0|0,0,0|0,0,0|-0.9999989670579108,-0.0014373177654515234,0|9.670134554708447
7219|-6885478.549342906,-1297056.3734852597,2542901.4992909883|1009.7049516029173,-6916.191143176593,296.54179938628675|0,0,0|0,0,0|0,0,0|-0.999998966771718,-0.0014375168673735996,0|9.669995665819558
7220|-6884890.39641968,-1301077.1702906438,2543073.4922209475|1013.5577726248661,-6915.464209617738,295.1187909382313|0,0,0|0,0,0|0,0,0|-0.9999989664854854,-0.0014377159692956188,0|9.669856776930668
7221|-6884307.102703692,-1305049.2949339473,2543242.608458021|1017.3637003758294,-6914.743853270553,293.7128882646709|0,0,0|0,0,0|0,0,0|-0.9999989661992131,-0.001437915071217581,0|9.66971788804178
7222|-6883721.999079528,-1309018.4588636793,2543410.809482438|1021.1665389485755,-6914.021827090134,292.3079143457425|0,0,0|0,0,0|0,0,0|-0.9999989659129013,-0.0014381141731394861,0|9.669578999152892
7223|-6883128.332966677,-1313030.2370092408,2543580.014570316|1025.0099499907624,-6913.289807024609,290.88773498651693|0,0,0|0,0,0|0,0,0|-0.9999989656265498,-0.0014383132750613343,0|9.669440110264002
7224|-6882532.823296498,-1317038.9932351247,2543748.2868497996|1028.8502091416572,-6912.556086567142,289.46850355114447|0,0,0|0,0,0|0,0,0|-0.9999989653401586,-0.0014385123769831254,0|9.669301221375113
7225|-6881942.272548696,-1320999.22837242,2543913.731724564|1032.6437348955637,-6911.8290362696125,288.0663304395983|0,0,0|0,0,0|0,0,0|-0.9999989650537279,-0.0014387114789048594,0|9.669162332486223
7226|-6881349.927870146,-1324956.5169509063,2544078.268337241|1036.4341884761182,-6911.100331824209,286.6650815819125|0,0,0|0,0,0|0,0,0|-0.9999989647672575,-0.0014389105808265364,0|9.669023443597336
7227|-6880748.953679455,-1328956.2976338973,2544243.7739468776|1040.2650894459393,-6910.361572639528,285.2486655255365|0,0,0|0,0,0|0,0,0|-0.9999989644807474,-0.0014391096827481565,0|9.668884554708447
7228|-6880146.152183895,-1332953.0708534797,2544408.3538237833|1044.09285587593,-6909.621129011646,283.8331927952009|0,0,0|0,0,0|0,0,0|-0.9999989641941978,-0.0014393087846697194,0|9.668745665819557
7229|-6879555.28912993,-1336856.1060824688,2544568.3005313454|1047.8306032933979,-6908.895890009251,282.45080020414457|0,0,0|0,0,0|0,0,0|-0.9999989639076085,-0.0014395078865912254,0|9.668606776930668
7230|-6878948.886483919,-1340846.943398166,2544731.0551815312|1051.6521846757742,-6908.152127477593,281.0371892913748|0,0,0|0,0,0|0,0,0|-0.9999989636209795,-0.0014397069885126743,0|9.66846788804178
7231|-6878340.668576539,-1344834.7840381474,2544892.889349325|1055.4706444462927,-6907.406692312597,279.6245182720984|0,0,0|0,0,0|0,0,0|-0.9999989633343109,-0.0014399060904340662,0|9.668328999152891
7232|-6877737.581738195,-1348774.366059647,2545051.981359022|1059.2426482652895,-6906.668087631738,278.22882313856036|0,0,0|0,0,0|0,0,0|-0.9999989630476027,-0.001440105192355401,0|9.668190110264002
7233|-6877132.728465876,-1352711.0261515572,2545210.1770937545|1063.0116094267075,-6905.927855766419,276.834044422093|0,0,0|0,0,0|0,0,0|-0.9999989627608549,-0.0014403042942766787,0|9.668051221375114
7234|-6876519.129796383,-1356689.9662719024,2545369.281105869|1066.8208009244495,-6905.177464007968,275.42416491011005|0,0,0|0,0,0|0,0,0|-0.9999989624740674,-0.0014405033961978992,0|9.667912332486225
7235|-6875903.731792,-1360665.9240820722,2545527.471588105|1070.6268879994354,-6904.425415222389,274.015220718621|0,0,0|0,0,0|0,0,0|-0.9999989621872403,-0.0014407024981190628,0|9.667773443597335
7236|-6875300.5854591355,-1364548.6412594235,2545681.185875003|1074.3434778335816,-6903.688861222429,272.63920056184327|0,0,0|0,0,0|0,0,0|-0.9999989619003735,-0.001440901600040169,0|9.667634554708446
7237|-6874681.6413692115,-1368518.7128331112,2545837.5751683824|1078.1434392907277,-6902.933547490766,271.2321023772438|0,0,0|0,0,0|0,0,0|-0.999998961613467,-0.0014411007019612184,0|9.667495665819558
7238|-6874060.90974622,-1372485.8128160615,2545993.0560908266|1081.9403091318582,-6902.1765882880945,269.82593609930956|0,0,0|0,0,0|0,0,0|-0.9999989613265209,-0.0014412998038822104,0|9.667356776930669
7239|-6873452.562382936,-1376359.8838277557,2546144.127370763|1085.6479035715201,-6901.435246602008,268.45262742596225|0,0,0|0,0,0|0,0,0|-0.9999989610395351,-0.0014414989058031454,0|9.66721788804178
7240|-6872828.307908758,-1380321.1187404136,2546297.817266719|1089.4386730660742,-6900.675045196842,267.0483004128452|0,0,0|0,0,0|0,0,0|-0.9999989607525097,-0.0014416980077240232,0|9.66707899915289
7241|-6872202.277601292,-1384279.392752354,2546450.603912036|1093.2263636996381,-6899.913209769766,265.64490190066414|0,0,0|0,0,0|0,0,0|-0.9999989604654447,-0.001441897109644844,0|9.666940110264003
7242|-6871588.763249442,-1388144.848702127,2546599.0470830943|1096.9249998569421,-6899.167113710045,264.2742948014197|0,0,0|0,0,0|0,0,0|-0.99999896017834,-0.0014420962115656074,0|9.666801221375113
7243|-6870959.233124204,-1392097.2787516816,2546750.052788156|1100.7066153130572,-6898.4020586133975,262.872728828046|0,0,0|0,0,0|0,0,0|-0.9999989598911957,-0.0014422953134863139,0|9.666662332486224
7244|-6870327.938764251,-1396046.7585609988,2546900.1603245134|1104.485164611611,-6897.635380837877,261.47208795802743|0,0,0|0,0,0|0,0,0|-0.9999989596040118,-0.001442494415406963,0|9.666523443597335
7245|-6869709.291171218,-1399903.6304666721,2547045.990173155|1108.1748794485698,-6896.8845634083955,260.10417254726093|0,0,0|0,0,0|0,0,0|-0.9999989593167882,-0.001442693517327555,0|9.666384554708447
7246|-6869074.519827618,-1403847.2873630114,2547194.3267799155|1111.9473786369044,-6896.114688287434,258.7053575061948|0,0,0|0,0,0|0,0,0|-0.999998959029525,-0.00144289261924809,0|9.666245665819558
7247|-6868445.238806941,-1407743.2402709487,2547340.0997783374|1115.6740068461247,-6895.351977656146,257.3233441572748|0,0,0|0,0,0|0,0,0|-0.9999989587422221,-0.0014430917211685677,0|9.666106776930668
7248|-6867814.248368613,-1411636.3234430961,2547485.0014637085|1119.3976546484714,-6894.587695624261,255.94223059502897|0,0,0|0,0,0|0,0,0|-0.9999989584548796,-0.001443290823088988,0|9.665967888041779
7249|-6867174.26994132,-1415571.2388077518,2547630.683951657|1123.1610751865398,-6893.813033834087,254.54615640327873|0,0,0|0,0,0|0,0,0|-0.9999989581674975,-0.0014434899250093513,0|9.665828999152891
7250|-6866547.154026597,-1419413.8943395363,2547772.197390324|1126.8360253855922,-6893.054431801843,253.1826984419273|0,0,0|0,0,0|0,0,0|-0.9999989578800758,-0.0014436890269296572,0|9.665690110264002
7251|-6865903.736177086,-1423343.0216897347,2547916.125441607|1130.5934373031155,-6892.276609358491,251.78843894917762|0,0,0|0,0,0|0,0,0|-0.9999989575926144,-0.001443888128849906,0|9.665551221375113
7252|-6865258.58450519,-1427269.2270555722,2548059.1686779666|1134.3478166556406,-6891.497193944915,250.39509554833168|0,0,0|0,0,0|0,0,0|-0.9999989573051133,-0.0014440872307700976,0|9.665412332486225
7253|-6864626.423837449,-1431103.3807567286,2548198.107648555|1138.0139432755514,-6890.73395698367,249.03430305568358|0,0,0|0,0,0|0,0,0|-0.9999989570175727,-0.001444286332690232,0|9.665273443597336
7254|-6863977.855054477,-1435023.8190006437,2548339.406260266|1141.7623388044385,-6889.951402693801,247.6427676874686|0,0,0|0,0,0|0,0,0|-0.9999989567299923,-0.0014444854346103092,0|9.665134554708446
7255|-6863334.963020799,-1438896.8448025237,2548478.2342696083|1145.4651701474995,-6889.176185908723,246.26794245106424|0,0,0|0,0,0|0,0,0|-0.9999989564423722,-0.001444684536530329,0|9.664995665819557
7256|-6862690.390952057,-1442767.0283824336,2548616.2038877523|1149.1650537394062,-6888.3994264021185,244.89400822225863|0,0,0|0,0,0|0,0,0|-0.9999989561547126,-0.0014448836384502914,0|9.66485677693067
7257|-6862036.704588189,-1446678.8089047314,2548754.8877421054|1152.9044700909412,-6887.612172802901,243.50518696135236|0,0,0|0,0,0|0,0,0|-0.9999989558670133,-0.0014450827403701967,0|9.66471788804178
7258|-6861396.221158036,-1450498.8825323142,2548889.5743165603|1156.5559938459792,-6886.841293313209,242.14880842760272|0,0,0|0,0,0|0,0,0|-0.9999989555792743,-0.0014452818422900447,0|9.66457899915289
7259|-6860739.154383711,-1454404.9305690147,2549026.5297118626|1160.2894674151423,-6886.050936630011,240.76178414224412|0,0,0|0,0,0|0,0,0|-0.9999989552914957,-0.0014454809442098354,0|9.664440110264001
7260|-6860095.374465497,-1458219.4087298105,2549159.5302392207|1163.93519142174,-6885.2770314959935,239.40715959285657|0,0,0|0,0,0|0,0,0|-0.9999989550036775,-0.0014456800461295689,0|9.664301221375114
7261|-6859434.941779428,-1462119.7380576727,2549294.7635705643|1167.66273850953,-6884.483585858505,238.021927883183|0,0,0|0,0,0|0,0,0|-0.9999989547158197,-0.001445879148049245,0|9.664162332486224
7262|-6858780.34600359,-1465972.9074885761,2549427.6063973983|1171.3449867757108,-6883.697626195064,236.6533269978517|0,0,0|0,0,0|0,0,0|-0.9999989544279222,-0.0014460782499688635,0|9.664023443597335
7263|-6858124.095318648,-1469823.258571978,2549559.6019155565|1175.024315539693,-6882.9101482966,235.28560949537118|0,0,0|0,0,0|0,0,0|-0.9999989541399851,-0.0014462773518884248,0|9.663884554708446
7264|-6857458.6215883065,-1473715.0029024477,2549692.254248188|1178.7429694995758,-6882.112077938549,233.90306866719862|0,0,0|0,0,0|0,0,0|-0.9999989538520083,-0.0014464764538079287,0|9.663745665819558
7265|-6856806.643379928,-1477515.519261095,2549821.0572813577|1182.3742305837259,-6881.330651580656,232.55282030458136|0,0,0|0,0,0|0,0,0|-0.9999989535639919,-0.0014466755557273753,0|9.663606776930669
7266|-6856137.839701478,-1481401.5792881525,2549952.003434776|1186.0869987140277,-6880.5295272914045,231.17206105947454|0,0,0|0,0,0|0,0,0|-0.9999989532759359,-0.0014468746576467644,0|9.66346788804178
7267|-6855482.614177973,-1485196.5472220061,2550079.1421399624|1189.7125156323998,-6879.745123176175,229.82355165119083|0,0,0|0,0,0|0,0,0|-0.9999989529878403,-0.0014470737595660963,0|9.66332899915289
7268|-6854810.494758814,-1489076.9366299745,2550208.3883981355|1193.4194140791571,-6878.94095878159,228.4445696151463|0,0,0|0,0,0|0,0,0|-0.999998952699705,-0.0014472728614853708,0|9.663190110264003
7269|-6854152.035764529,-1492866.3694994121,2550333.8689011508|1197.039202589298,-6878.153590378816,227.09779489023015|0,0,0|0,0,0|0,0,0|-0.99999895241153,-0.001447471963404588,0|9.663051221375113
7270|-6853476.61472998,-1496741.1019461358,2550461.4215166946|1200.740247454511,-6877.346399619239,225.72058569666942|0,0,0|0,0,0|0,0,0|-0.9999989521233154,-0.0014476710653237477,0|9.662912332486224
7271|-6852807.232754552,-1500568.9960234596,2550586.684985537|1204.3963308283526,-6876.54688200047,224.3599063644135|0,0,0|0,0,0|0,0,0|-0.999998951835061,-0.0014478701672428502,0|9.662773443597334
7272|-6852136.227423018,-1504394.1022024478,2550711.115107122|1208.0495306126884,-6875.745876846138,223.00010068120926|0,0,0|0,0,0|0,0,0|-0.9999989515467671,-0.0014480692691618952,0|9.662634554708447
7273|-6851463.6021862645,-1508216.4238456315,2550834.7134114304|1211.6998507655417,-6874.943387510326,221.64116757150387|0,0,0|0,0,0|0,0,0|-0.9999989512584335,-0.0014482683710808828,0|9.662495665819558
7274|-6850789.360485205,-1512035.9643122386,2550957.4814246246|1215.3472952394995,-6874.139417336711,220.28310596067627|0,0,0|0,0,0|0,0,0|-0.9999989509700603,-0.0014484674729998129,0|9.662356776930668
7275|-6850113.505750767,-1515852.7269582264,2551079.4206690504|1218.9918679817583,-6873.333969658607,218.92591477502353|0,0,0|0,0,0|0,0,0|-0.9999989506816475,-0.0014486665749186857,0|9.66221788804178
7276|-6849436.041403958,-1519666.715136249,2551200.532663252|1222.6335729340974,-6872.527047798993,217.56959294177383|0,0,0|0,0,0|0,0,0|-0.999998950393195,-0.0014488656768375011,0|9.662078999152891
7277|-6848749.156123381,-1523521.72319233,2551322.1967283925|1226.3142231598733,-6871.709354662542,216.1985645064884|0,0,0|0,0,0|0,0,0|-0.9999989501047029,-0.001449064778756259,0|9.661940110264002
7278|-6848076.297507682,-1527286.3814825653,2551440.280956191|1229.9083952091519,-6870.9087947756225,214.85955304602865|0,0,0|0,0,0|0,0,0|-0.9999989498161711,-0.0014492638806749595,0|9.661801221375113
7279|-6847394.024750768,-1531092.0663396993,2551558.920273078|1233.5415203884486,-6870.0974702063995,213.50583284262962|0,0,0|0,0,0|0,0,0|-0.9999989495275997,-0.0014494629825936025,0|9.661662332486225
7280|-6846710.155966636,-1534894.9901065463,2551676.7383760605|1237.1717934909996,-6869.284684644789,212.15297770982798|0,0,0|0,0,0|0,0,0|-0.9999989492389887,-0.001449662084512188,0|9.661523443597336
7281|-6846024.694527003,-1538695.1561192712,2551793.7367648017|1240.7992184316322,-6868.470441362535,210.80098657950097|0,0,0|0,0,0|0,0,0|-0.999998948950338,-0.0014498611864307161,0|9.661384554708446
7282|-6845337.643793801,-1542492.567710746,2551909.916935214|1244.423799119806,-6867.654743621211,209.449858384455|0,0,0|0,0,0|0,0,0|-0.9999989486616477,-0.0014500602883491867,0|9.661245665819557
7283|-6844649.007119222,-1546287.228210516,2552025.2803794728|1248.045539459592,-6866.837594672279,208.0995920584381|0,0,0|0,0,0|0,0,0|-0.9999989483729178,-0.0014502593902675999,0|9.66110677693067
7284|-6843958.787845722,-1550079.1409448413,2552139.8285860224|1251.6644433497172,-6866.018997757085,206.7501865361245|0,0,0|0,0,0|0,0,0|-0.9999989480841482,-0.0014504584921859556,0|9.66096788804178
