time|position|velocity|acceleration|rotation|rotational velocity|rotational acceleration|sun|charge
8493|-5895095.997812299,-5165452.902648907,2559126.786898779|3828.8329299355464,-4818.614127873403,-892.170937209612|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985699660398,-0.001691172667096312,0|9.541362346198024
8494|-5893547.596204275,-5167400.845899049,2558765.9190409686|3830.5276292554345,-4817.128708445802,-892.9066697999472|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985696293038,-0.0016913717689393212,0|9.541223457309135
8495|-5892019.172666362,-5169322.222590348,2558409.5722039314|3832.199290651268,-4815.662550623152,-893.6324884976929|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985692925282,-0.0016915708707822634,0|9.541084568420247
8496|-5890448.75012445,-5171294.914692259,2558043.293886885|3833.915675664264,-4814.156204041485,-894.3778164779227|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985689557129,-0.0016917699726251387,0|9.540945679531358
8497|-5888918.982065212,-5173215.096731221,2557686.3618196878|3835.5864487279314,-4812.6889496797485,-895.1034261629285|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998568618858,-0.0016919690744679468,0|9.540806790642469
8498|-5887367.8641589675,-5175160.626459215,2557324.3116380195|3837.2793533754693,-4811.2013149452405,-895.8387364907379|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985682819635,-0.0016921681763106878,0|9.54066790175358
8499|-5885816.064063814,-5177105.551869387,2556961.9646921842|3838.9718090884435,-4809.713123463453,-896.5739414343548|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985679450294,-0.0016923672781533618,0|9.540529012864692
8500|-5884284.2856991235,-5179023.95307697,2556604.1581067787|3840.641259211153,-4808.24422845331,-897.2992405683882|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985676080556,-0.0016925663799959687,0|9.540390123975802
8501|-5882731.129312576,-5180967.679189568,2556241.221355208|3842.3328245047387,-4806.754929623589,-898.0342367836842|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985672710422,-0.0016927654818385085,0|9.540195679531358
8502|-5881177.2897191355,-5182910.802271889,2555877.9876028704|3844.0239423362636,-4805.265072759748,-898.7691282536955|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985669339891,-0.0016929645836809813,0|9.540001235086915
8503|-5879643.498049166,-5184827.426442275,2555519.305802033|3845.692073857238,-4803.7945333090875,-899.4941187195161|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985665968965,-0.0016931636855233869,0|9.539806790642471
8504|-5878088.300134053,-5186769.352777986,2555155.481770486|3847.382304189027,-4802.303566533665,-900.2288027291656|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985662597641,-0.0016933627873657255,0|9.539612346198028
8505|-5876532.417986138,-5188710.677363961,2554791.3604981243|3849.0720885254987,-4800.812040430113,-900.9633826310904|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985659225922,-0.0016935618892079968,0|9.539417901753584
8506|-5874996.609987667,-5190625.528270716,2554431.8027744647|3850.738905767026,-4799.339852725671,-901.6880663074955|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985655853805,-0.001693760991050201,0|9.53922345730914
8507|-5873439.367472031,-5192565.65864715,2554067.090742566|3852.4278055120058,-4797.84721413262,-902.4224400143506|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985652481291,-0.0016939600928923381,0|9.539029012864697
8508|-5871881.439689738,-5194505.188547391,2553702.0812263526|3854.1162607226734,-4796.354014910238,-903.1567102497004|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985649108382,-0.001694159194734408,0|9.538834568420253
8509|-5870343.612316146,-5196418.269943463,2553341.646862314|3855.7817679901264,-4794.880175117576,-903.8810890115359|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985645735076,-0.0016943582965764108,0|9.53864012397581
8510|-5868784.322104325,-5198356.608157324,2552976.0460993857|3857.4693415061456,-4793.385860813503,-904.615154314445|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985642361373,-0.0016945573984183465,0|9.538445679531366
8511|-5867224.345584044,-5200294.347161546,2552610.147605191|3859.156471943139,-4791.890984571699,-905.3491167807357|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985638987274,-0.001694756500260215,0|9.538306790642476
8512|-5865684.495765333,-5202205.662779257,2552248.835873053|3860.820673524996,-4790.415488835179,-906.0731924989051|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985635612779,-0.0016949556021020162,0|9.538167901753589
8513|-5864102.332214878,-5204168.029230302,2551877.4570888006|3862.52940552332,-4788.899544515344,-906.8167340524079|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985632237888,-0.0016951547039437502,0|9.5380290128647
8514|-5862561.126352372,-5206078.164483372,2551515.5574215036|3864.1927351511545,-4787.422937721867,-907.5406078834917|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999856288626,-0.001695353805785417,0|9.53789012397581
8515|-5861019.250995146,-5207987.718034417,2551153.367583377|3865.855635319035,-4785.9457821646265,-908.2643824249707|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985625486916,-0.0016955529076270169,0|9.53775123508692
8516|-5859435.00609279,-5209948.276066982,2550781.0867044684|3867.563032195051,-4784.428131826033,-909.0076153029713|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985622110835,-0.0016957520094685494,0|9.537612346198033
8517|-5857891.772607223,-5211856.651727373,2550418.3084313776|3869.225063259961,-4782.94986260384,-909.7311892053833|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985618734358,-0.0016959511113100148,0|9.537473457309144
8518|-5856327.000433578,-5213790.223945357,2550050.3314163433|3870.90911743414,-4781.451055514726,-910.4644404507043|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985615357485,-0.001696150213151413,0|9.537334568420254
8519|-5854761.53913138,-5215723.200300648,2549682.0559938764|3872.592732386363,-4779.951682959629,-911.1975905478002|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985611980216,-0.0016963493149927437,0|9.537195679531367
8520|-5853216.274890312,-5217629.820045613,2549318.3983601327|3874.2534691318733,-4778.471747396367,-911.9208663819823|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998560860255,-0.0016965484168340072,0|9.537056790642477
8521|-5851649.443457362,-5219561.613854494,2548949.529844453|3875.9362129225024,-4776.971250124478,-912.653816157375|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985605224487,-0.0016967475186752035,0|9.536917901753588
8522|-5850081.921824945,-5221492.813041538,2548580.3626617338|3877.6185189254993,-4775.4701860517425,-913.3866654145523|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985601846029,-0.0016969466205163323,0|9.536779012864699
8523|-5848534.623672536,-5223397.680527695,2548215.8249023054|3879.277965578346,-4773.988580213757,-914.1096450370504|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985598467173,-0.001697145722357394,0|9.536640123975811
8524|-5846965.729773922,-5225327.699626545,2547846.064107188|3880.9594032636196,-4772.4863887651045,-914.8422952228352|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998559508792,-0.0016973448241983883,0|9.536501235086922
8525|-5845396.144596979,-5227257.125337422,2547476.004381971|3882.6404045899,-4770.983629173496,-915.5748455190987|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985591708271,-0.0016975439260393153,0|9.536362346198032
8526|-5843846.809353998,-5229160.244200758,2547110.5857216604|3884.2985653600517,-4769.500349105809,-916.297530782573|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985588328226,-0.001697743027880175,0|9.536223457309143
8527|-5842275.849759641,-5231088.492267737,2546739.931858004|3885.978701201184,-4767.996459464778,-917.0298832551379|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985584947785,-0.0016979421297209675,0|9.536084568420256
8528|-5840704.197800161,-5233016.148173587,2546368.978797737|3887.658402106271,-4766.492000331443,-917.7621364655573|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985581566947,-0.0016981412315616926,0|9.535945679531366
8529|-5839152.822263992,-5234917.522029435,2546002.6784511795|3889.3152811869477,-4765.007042057732,-918.4845292187894|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985578185713,-0.0016983403334023504,0|9.535806790642477
8530|-5837558.815322299,-5236869.685137967,2545626.1747269607|3891.0165010083574,-4763.481371773391,-919.2263459388821|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985574804082,-0.0016985394352429409,0|9.535667901753587
8531|-5836006.071716361,-5238769.8924728315,2545259.2835214|3892.672524150661,-4761.9952874674755,-919.9485438463272|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985571422055,-0.001698738537083464,0|9.5355290128647
8532|-5834452.6526609855,-5240669.524915873,2544892.1006930578|3894.328125718364,-4760.50864699004,-920.6706459342357|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985568039632,-0.0016989376389239198,0|9.53539012397581
8533|-5832856.545855131,-5242619.900777751,2544514.690360297|3896.0280349317636,-4758.981247657401,-921.4121647667134|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985564656813,-0.0016991367407643084,0|9.535251235086921
8534|-5831301.756556628,-5244518.369095419,2544146.9161345405|3897.682783348522,-4757.493478458762,-922.1340732421165|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985561273597,-0.0016993358426046295,0|9.535112346198032
8535|-5829725.266289669,-5246441.906997029,2543773.874152983|3899.3594644742534,-4755.9850354156815,-922.8656400879672|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985557889984,-0.0016995349444448834,0|9.534973457309144
8536|-5828148.0807173345,-5248364.855978433,2543400.532246419|3901.035714434947,-4754.476019242453,-923.5971093401326|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985554505976,-0.0016997340462850698,0|9.534834568420255
8537|-5826591.242461184,-5250261.5888391,2543031.874187945|3902.6891922748023,-4752.986561117631,-924.3187302219861|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985551121571,-0.0016999331481251888,0|9.534695679531366
8538|-5825012.674442097,-5252183.369027022,2542657.936153812|3904.3645870483606,-4751.47640496061,-925.050006206749|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985547736769,-0.0017001322499652404,0|9.534556790642478
8539|-5823433.410001694,-5254104.561495863,2542283.697915492|3906.0395520590564,-4749.965674297421,-925.781185220411|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985544351572,-0.0017003313518052247,0|9.534417901753589
8540|-5821874.519499409,-5255999.562439052,2541914.1552016046|3907.6917634539877,-4748.474523191504,-926.5025203433703|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985540965977,-0.0017005304536451416,0|9.5342790128647
8541|-5820293.870387374,-5257919.588493678,2541539.320277651|3909.365876057585,-4746.962649803593,-927.2335073252046|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985537579985,-0.0017007295554849911,0|9.53414012397581
8542|-5818712.5237301495,-5259839.028023326,2541164.184866879|3911.039560294841,-4745.4502005262075,-927.9643979572218|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985534193597,-0.0017009286573247732,0|9.534001235086922
8543|-5817151.577669837,-5261732.300567882,2540793.756664706|3912.690509360187,-4743.957352362799,-928.6854491521156|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985530806813,-0.0017011277591644878,0|9.533862346198033
8544|-5815568.844100314,-5263650.5760486405,2540418.0240033735|3914.363343959175,-4742.443757605264,-929.416148985306|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985527419633,-0.001701326861004135,0|9.533723457309144
8545|-5813985.411853781,-5265568.266191508,2540041.990569136|3916.0357515827063,-4740.9295855676455,-930.1467530886684|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985524032056,-0.0017015259628437147,0|9.533584568420254
8546|-5812422.406900131,-5267459.813835602,2539670.6760356254|3917.6854424172,-4739.435036248829,-930.867522182515|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985520644082,-0.001701725064683227,0|9.533445679531367
8547|-5810816.449805846,-5269401.892046374,2539289.020995321|3919.379287760543,-4737.8995077823665,-931.6076749349609|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985517255713,-0.0017019241665226718,0|9.533306790642477
8548|-5809252.064252788,-5271292.286568489,2538917.112460003|3921.0281383127995,-4736.403816995402,-932.328256141324|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985513866947,-0.0017021232683620492,0|9.533167901753588
8549|-5807665.842820552,-5273207.6470917445,2538539.878980806|3922.698848337858,-4734.8873388819875,-933.0584806609039|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985510477785,-0.0017023223702013592,0|9.533029012864699
8550|-5806078.92080385,-5275122.424243478,2538162.3442433416|3924.3691336972042,-4733.370281150362,-933.7886104829453|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985507088226,-0.0017025214720406015,0|9.532890123975811
8551|-5804512.470736499,-5277011.099659694,2537789.5479463967|3926.0167328250454,-4731.872882317903,-934.5089126302514|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985503698271,-0.0017027205738797764,0|9.532751235086922
8552|-5802924.155748401,-5278924.71900877,2537411.4144165954|3927.6861758831114,-4730.3546716789715,-935.2388549325744|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998550030792,-0.0017029196757188838,0|9.532612346198032
8553|-5801335.139022804,-5280837.75615466,2537032.979333216|3929.3551956513297,-4728.835880011677,-935.9687031539099|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985496917172,-0.0017031187775579239,0|9.532473457309143
8554|-5799766.621043324,-5282724.715907892,2536659.294404404|3931.001547409239,-4727.336768978213,-936.6887280590453|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985493526028,-0.0017033178793968962,0|9.532334568420255
8555|-5798176.20904772,-5284636.597565242,2536280.2599385646|3932.6697276039995,-4725.816821594811,-937.418389984274|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985490134488,-0.0017035169812358011,0|9.532195679531366
8556|-5796585.094153624,-5286547.898180711,2535900.9236203767|3934.337485879174,-4724.296291765555,-938.147958443786|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985486742551,-0.0017037160830746386,0|9.532056790642477
8557|-5795014.504840754,-5288433.1456931485,2535526.34917927|3935.9825943050864,-4722.795464353949,-938.8677079198575|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985483350217,-0.0017039151849134084,0|9.531917901753587
8558|-5793400.75410704,-5290368.757834264,2535141.345023333|3937.671738500294,-4721.253482863636,-939.6068157884014|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985479957486,-0.0017041142867521108,0|9.5317790128647
8559|-5791828.775816306,-5292252.86065969,2534766.1744294143|3939.316016586935,-4719.751503745739,-940.3263818370782|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985476564359,-0.0017043133885907456,0|9.53164012397581
8560|-5790256.111725339,-5294136.399332801,2534390.7095853905|3940.959885702273,-4718.248955757187,-941.0458576934274|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985473170836,-0.0017045124904293129,0|9.531501235086921
8561|-5788640.228948533,-5296070.257614641,2534004.790652993|3942.647758471081,-4716.705205739019,-941.7846851684366|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985469776916,-0.0017047115922678125,0|9.531362346198033
8562|-5787066.173559871,-5297952.65386692,2533628.7290540575|3944.290799930841,-4715.201503220343,-942.5039788069046|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999854663826,-0.0017049106941062445,0|9.531223457309144
8563|-5785470.1462147925,-5299859.913405977,2533247.284994866|3945.9556287050978,-4713.676898516363,-943.2329012100026|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985462987888,-0.001705109795944609,0|9.531084568420255
8564|-5783873.412832817,-5301766.594968971,2532865.5382687696|3947.6200391904295,-4712.151707546279,-943.9617317836866|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998545959278,-0.001705308897782906,0|9.530945679531365
8565|-5782297.27686238,-5303647.288014937,2532488.584757172|3949.2618480171895,-4710.646277391772,-944.6807548150193|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985456197275,-0.0017055079996211352,0|9.530806790642478
8566|-5780699.139639936,-5305552.822461626,2532106.2364241984|3950.925428843815,-4709.11992027308,-945.4094035610751|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985452801373,-0.0017057071014592968,0|9.530667901753588
8567|-5779100.295190401,-5307457.780067729,2531723.5851128506|3952.5885927312356,-4707.592975443748,-946.137961088314|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985449405075,-0.001705906203297391,0|9.5305290128647
8568|-5777522.075130882,-5309336.773253467,2531345.738770741|3954.229172902412,-4706.085813396607,-946.8567153118462|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985446008381,-0.0017061053051354174,0|9.53039012397581
8569|-5775921.824468454,-5311240.585992085,2530962.485230291|3955.891509807023,-4704.557699541527,-947.5850922232512|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985442611291,-0.0017063044069733763,0|9.530251235086922
8570|-5774320.86538078,-5313143.823018561,2530578.9283965356|3957.553431116572,-4703.028996523878,-948.3133785251725|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985439213804,-0.0017065035088112675,0|9.530112346198033
8571|-5772740.557701395,-5315021.119669389,2530200.188295856|3959.19278659313,-4701.520098305497,-949.031865736509|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985435815921,-0.001706702610649091,0|9.529973457309143
8572|-5771116.820317008,-5316948.571439267,2529810.904423837|3960.876028745044,-4699.969821048892,-949.7696801153559|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985432417642,-0.001706901712486847,0|9.529834568420254
8573|-5769535.112692401,-5318824.733866233,2529431.5653002243|3962.5145663197286,-4698.459757813112,-950.487989525831|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985429018965,-0.0017071008143245351,0|9.529695679531367
8574|-5767931.32533523,-5320725.679452401,2529046.7982774717|3964.1748352452123,-4696.928701143795,-951.2159166216823|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985425619892,-0.0017072999161621557,0|9.529556790642477
8575|-5766326.827534568,-5322626.05119478,2528661.727427867|3965.834690807431,-4695.3970528712,-951.9437541225994|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985422220422,-0.0017074990179997086,0|9.529417901753588
8576|-5764743.026342627,-5324500.522592617,2528281.4929734007|3967.4720102642896,-4693.8852462717805,-952.6617995106117|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985418820556,-0.0017076981198371939,0|9.529279012864698
8577|-5763137.115918019,-5326399.755402449,2527895.8181998557|3969.1310459331344,-4692.352421220401,-953.38945961847|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985415420294,-0.0017078972216746113,0|9.529140123975811
8578|-5761530.493830487,-5328298.415478092,2527509.839275271|3970.7896695679824,-4690.819003094022,-954.117030737363|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985412019635,-0.0017080963235119608,0|9.529001235086922
8579|-5759944.595477743,-5330171.199116618,2527128.708534628|3972.425774824149,-4689.30544879401,-954.8348138886037|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998540861858,-0.0017082954253492427,0|9.528862346198032
8580|-5758315.113025457,-5332094.018905803,2526736.9685353157|3974.1056825103706,-4687.7503856377,-955.5719068185593|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985405217129,-0.0017084945271864569,0|9.528723457309145
8581|-5756727.8083034055,-5333965.67416594,2526355.2370638927|3975.740976867369,-4686.2356585670705,-956.2895153612393|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985401815281,-0.0017086936290236032,0|9.528584568420255
8582|-5755139.809172883,-5335836.773294162,2525973.209071522|3977.375871823596,-4684.720352207589,-957.0070380577056|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985398413037,-0.001708892730860682,0|9.528445679531366
8583|-5753508.167915868,-5337757.864158187,2525580.5472360626|3979.054537836658,-4683.163488134919,-957.7438641054973|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985395010397,-0.001709091832697693,0|9.528306790642477
8584|-5751918.759980813,-5339627.837072052,2525197.917860621|3980.6886244966763,-4681.647006073656,-958.461213384644|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998539160736,-0.0017092909345346361,0|9.528167901753589
8585|-5750307.163780788,-5341522.51352194,2524809.8149287957|3982.3443871851096,-4680.109438446081,-959.188169578704|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985388203927,-0.0017094900363715116,0|9.5280290128647
8586|-5748694.852623317,-5343416.62016527,2524421.4069634713|3983.999741360987,-4678.571273778041,-959.9150383953822|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985384800097,-0.0017096891382083193,0|9.52789012397581
8587|-5747103.33781902,-5345284.913947081,2524037.8787013823|3985.6326241974493,-4677.0530323305775,-960.6321301868413|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985381395872,-0.0017098882400450593,0|9.527751235086921
8588|-5745489.605040802,-5347177.88965272,2523648.864402263|3987.2871680964386,-4675.513680054694,-961.358826011435|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998537799125,-0.0017100873418817314,0|9.527612346198033
