time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
779|-6997730.106374784,1905497.017846751,2280677.2758798455|-3149.152409640313,-5846.407608336254,1657.8877939480592|0,0,0|0,0,0|0,0,0|-0.9999999879409673,-0.0001552996590330054,0|9.914444444444493
780|-7001890.810703726,1897760.8408744542,2282868.8140744655|-3140.7566238533354,-5848.688480865634,1655.1509659689343|0,0,0|0,0,0|0,0,0|-0.999999987910027,-0.00015549876115836706,0|9.914305555555604
781|-7005957.634604308,1890176.2656162493,2285013.065641617|-3132.531900695317,-5850.912573016558,1652.4689293292488|0,0,0|0,0,0|0,0,0|-0.999999987879047,-0.00015569786328372255,0|9.914166666666715
782|-7010010.756713011,1882594.5093824817,2287152.234534838|-3124.3166826411543,-5853.123918348246,1649.7890336009575|0,0,0|0,0,0|0,0,0|-0.9999999878480273,-0.00015589696540907187,0|9.914027777777827
783|-7014050.207250439,1875015.589355202,2289286.329760141|-3116.1109628232202,-5855.322561620659,1647.1112805861185|0,0,0|0,0,0|0,0,0|-0.9999999878169681,-0.000156096067534415,0|9.913888888888938
784|-7018154.817669478,1867291.0009088924,2291457.055449771|-3107.7541187810293,-5857.551283675091,1644.3832305866456|0,0,0|0,0,0|0,0,0|-0.9999999877858692,-0.00015629516965975197,0|9.913750000000048
785|-7022166.748966401,1859717.8608285387,2293580.9312988324|-3099.567560491738,-5859.724409602367,1641.7098103610044|0,0,0|0,0,0|0,0,0|-0.9999999877547306,-0.00015649427178508272,0|9.913611111111159
786|-7026165.0996831395,1852147.608141417,2295699.7606476396|-3091.3904793419497,-5861.884967664763,1639.038538073314|0,0,0|0,0,0|0,0,0|-0.9999999877235525,-0.00015669337391040726,0|9.913472222222271
787|-7030149.899865391,1844580.259570086,2297813.5524839996|-3083.222868228185,-5864.033001985966,1636.3694153827748|0,0,0|0,0,0|0,0,0|-0.9999999876923347,-0.0001568924760357256,0|9.913333333333382
788|-7034121.179514925,1837015.8317240756,2299922.3157909256|-3075.0647199898417,-5866.168556532568,1633.7024439137067|0,0,0|0,0,0|0,0,0|-0.9999999876610771,-0.00015709157816103773,0|9.913194444444493
789|-7038078.968589475,1829454.34110035,2302026.05954655|-3066.916027409733,-5868.291675114601,1631.0376252557874|0,0,0|0,0,0|0,0,0|-0.9999999876297799,-0.00015729068028634362,0|9.913055555555603
790|-7042023.297002563,1821895.8040838216,2304124.7927240194|-3058.7767832147074,-5870.402401385982,1628.3749609643114|0,0,0|0,0,0|0,0,0|-0.9999999875984431,-0.00015748978241164328,0|9.912916666666716
791|-7046031.136991779,1814192.1183689805,2306259.5279149883|-3050.4876664962376,-5872.541800352359,1625.6623072896537|0,0,0|0,0,0|0,0,0|-0.9999999875670667,-0.0001576888845369367,0|9.912777777777826
792|-7049948.37117872,1806639.5959865495,2308348.169029667|-3042.367481930797,-5874.6276314907445,1623.0039985767978|0,0,0|0,0,0|0,0,0|-0.9999999875356506,-0.00015788798666222388,0|9.912638888888937
793|-7053852.2347615585,1799090.0760123446,2310431.826630324|-3034.2567234546395,-5876.701201193792,1620.3478487206635|0,0,0|0,0,0|0,0,0|-0.9999999875041948,-0.00015808708878750478,0|9.91250000000005
794|-7057742.757474686,1791543.5743858526,2312510.5096690883|-3026.1553835754994,-5878.762552492861,1617.6938591408662|0,0,0|0,0,0|0,0,0|-0.9999999874726995,-0.00015828619091277942,0|9.91236111111116
795|-7061619.9690075815,1784000.10693698,2314584.227092622|-3018.063454748032,-5880.811728265645,1615.042031223885|0,0,0|0,0,0|0,0,0|-0.9999999874411645,-0.00015848529303804778,0|9.91222222222227
796|-7065483.899004658,1776459.6893865534,2316652.9878420196|-3009.9809293743983,-5882.848771236646,1612.3923663233134|0,0,0|0,0,0|0,0,0|-0.9999999874095898,-0.00015868439516330987,0|9.912083333333381
797|-7069334.577065152,1768922.3373467796,2318716.800852726|-3001.9077998047924,-5884.873723977671,1609.7448657600894|0,0,0|0,0,0|0,0,0|-0.9999999873779756,-0.00015888349728856568,0|9.911944444444494
798|-7073172.03274299,1761388.0663217437,2320775.67505444|-2993.8440583380207,-5886.886628908307,1607.099530822747|0,0,0|0,0,0|0,0,0|-0.9999999873463217,-0.0001590825994138152,0|9.911805555555604
799|-7076921.436620243,1754004.5319394527,2322789.393280969|-2985.947535759811,-5888.848410101112,1604.5081687570455|0,0,0|0,0,0|0,0,0|-0.9999999873146281,-0.00015928170153905837,0|9.911666666666715
800|-7080732.793835816,1746476.4078660884,2324838.513034221|-2977.9023634921705,-5890.837580236357,1601.867126285167|0,0,0|0,0,0|0,0,0|-0.999999987282895,-0.00015948080366429523,0|9.911527777777826
801|-7084531.016480938,1738951.4103791597,2326882.720557498|-2969.8665560753716,-5892.814828090026,1599.2282530896255|0,0,0|0,0,0|0,0,0|-0.9999999872511222,-0.00015967990578952577,0|9.911333333333383
802|-7088316.13392789,1731429.5545571663,2328922.0247567324|-2961.840105609081,-5894.780195480562,1596.5915503323145|0,0,0|0,0,0|0,0,0|-0.9999999872193097,-0.00015987900791475,0|9.911138888888939
803|-7092088.175503007,1723910.855372879,2330956.4345316603|-2953.82300414429,-5896.733724076572,1593.9570191438986|0,0,0|0,0,0|0,0,0|-0.9999999871874576,-0.00016007811003996788,0|9.910944444444496
804|-7095847.170486561,1716395.327693827,2332985.9587757387|-2945.815243683845,-5898.675455397309,1591.3246606240468|0,0,0|0,0,0|0,0,0|-0.9999999871555659,-0.00016027721216517942,0|9.910750000000052
805|-7099593.148112653,1708882.986282746,2335010.6063760626|-2937.816816182953,-5900.605430813151,1588.6944758416557|0,0,0|0,0,0|0,0,0|-0.9999999871236345,-0.0001604763142903846,0|9.910555555555607
806|-7103253.066350633,1701521.0529879818,2336990.8294181544|-2929.984273044829,-5902.486190927534,1586.1179745333498|0,0,0|0,0,0|0,0,0|-0.9999999870916634,-0.0001606754164155834,0|9.910361111111165
807|-7106973.350597561,1694015.0647964615,2339005.8455534363|-2922.004304538392,-5904.393006551989,1583.4920976387307|0,0,0|0,0,0|0,0,0|-0.9999999870596527,-0.00016087451854077583,0|9.91016666666672
808|-7110680.704341035,1686512.3062548367,2341016.011493393|-2914.033644737562,-5906.288188693074,1580.8683974870603|0,0,0|0,0,0|0,0,0|-0.9999999870276023,-0.0001610736206659619,0|9.909972222222278
809|-7114375.156630198,1679012.7917134813,2343021.3360989415|-2906.0722854131764,-5908.171778133268,1578.2468750270339|0,0,0|0,0,0|0,0,0|-0.9999999869955123,-0.0001612727227911416,0|9.909777777777833
810|-7117984.672169705,1671663.4894306439,2344982.649280575|-2898.2760519147037,-5910.007219671037,1575.6788699152|0,0,0|0,0,0|0,0,0|-0.9999999869633827,-0.0001614718249163149,0|9.90958333333339
811|-7121653.660065868,1664170.4412317188,2346978.412268897|-2890.3330867192676,-5911.867970800208,1573.061662822525|0,0,0|0,0,0|0,0,0|-0.9999999869312134,-0.0001616709270414818,0|9.909444444444501
812|-7125309.832807916,1656680.679196993,2348969.360291275|-2882.399397208851,-5913.717249909056,1570.4466360740187|0,0,0|0,0,0|0,0,0|-0.9999999868990045,-0.00016187002916664227,0|9.909305555555612
813|-7128881.903023245,1649340.9788352991,2350916.604361553|-2874.6302667853406,-5915.519170602946,1567.8850017979014|0,0,0|0,0,0|0,0,0|-0.999999986866756,-0.00016206913129179632,0|9.909166666666723
814|-7132512.781867259,1641857.7657525965,2352898.0429252973|-2866.7149219211524,-5917.345849116506,1565.2742954135927|0,0,0|0,0,0|0,0,0|-0.9999999868344678,-0.00016226823341694395,0|9.909027777777835
815|-7136060.109497605,1634524.5124559756,2354835.9809591044|-2858.963760162755,-5919.125689241448,1562.716898306394|0,0,0|0,0,0|0,0,0|-0.99999998680214,-0.00016246733554208515,0|9.908888888888946
816|-7139665.807274138,1627047.9022393485,2356807.94465302|-2851.0667266466926,-5920.9299237092,1560.1105153270669|0,0,0|0,0,0|0,0,0|-0.9999999867697725,-0.00016266643766721993,0|9.908750000000056
817|-7143258.832612844,1619574.646383187,2358775.137131253|-2843.1789266994624,-5922.722884174026,1557.5063165389151|0,0,0|0,0,0|0,0,0|-0.9999999867373655,-0.00016286553979234826,0|9.908611111111167
818|-7146769.131928876,1612251.1942761736,2360699.133889559|-2835.4547449568145,-5924.46978205486,1554.9553015092245|0,0,0|0,0,0|0,0,0|-0.9999999867049187,-0.00016306464191747014,0|9.90847222222228
819|-7150337.145310132,1604784.6209701959,2362656.9034452443|-2827.585205635305,-5926.240531974727,1552.3554302900147|0,0,0|0,0,0|0,0,0|-0.9999999866724324,-0.00016326374404258554,0|9.90833333333339
820|-7153822.978000579,1597467.7459625953,2364571.6789360917|-2819.8789097900935,-5927.965730324852,1549.8086592254829|0,0,0|0,0,0|0,0,0|-0.9999999866399064,-0.00016346284616769447,0|9.9081944444445
821|-7157366.091330039,1590007.9071989807,2366520.060013915|-2812.0275969957775,-5929.7144234711,1547.21311807289|0,0,0|0,0,0|0,0,0|-0.9999999866073407,-0.0001636619482927969,0|9.908055555555611
822|-7160827.5669243,1582697.659892549,2368425.647977553|-2804.339153466808,-5931.418072508347,1544.6705933183196|0,0,0|0,0,0|0,0,0|-0.9999999865747353,-0.00016386105041789288,0|9.907916666666724
823|-7164345.891735938,1575244.6069084427,2370364.6749626547|-2796.506032794382,-5933.1448615557965,1542.0793845188696|0,0,0|0,0,0|0,0,0|-0.9999999865420903,-0.00016406015254298234,0|9.907777777777834
824|-7167783.119398366,1567941.0371680835,2372261.1090804087|-2788.8354077031845,-5934.827110426457,1539.5411082136093|0,0,0|0,0,0|0,0,0|-0.9999999865094057,-0.00016425925466806532,0|9.907638888888945
825|-7171208.383418984,1560640.791381637,2374153.024037027|-2781.1735909940453,-5936.498820020663,1537.0049358303716|0,0,0|0,0,0|0,0,0|-0.9999999864766814,-0.00016445835679314177,0|9.907500000000056
826|-7174689.855381748,1553197.977412995,2376078.130190446|-2773.36760362544,-5938.1931437462945,1534.4202079268869|0,0,0|0,0,0|0,0,0|-0.9999999864439175,-0.0001646574589182117,0|9.907361111111168
827|-7178091.033993003,1545904.482383448,2377960.9415441668|-2765.723554164683,-5939.843674171582,1531.888286814912|0,0,0|0,0,0|0,0,0|-0.999999986411114,-0.00016485656104327508,0|9.907222222222279
828|-7181480.329215723,1538614.3471409285,2379839.258575688|-2758.088287588116,-5941.48377414035,1529.3584709118215|0,0,0|0,0,0|0,0,0|-0.9999999863782708,-0.00016505566316833193,0|9.90708333333339
829|-7184925.195541534,1531181.8825693903,2381750.52041107|-2750.3093549810374,-5943.145967754403,1526.7802278689428|0,0,0|0,0,0|0,0,0|-0.999999986345388,-0.00016525476529338225,0|9.906944444444502
830|-7188290.567054503,1523898.569664963,2383619.7839450217|-2742.6918038371755,-5944.765107195539,1524.2546656169086|0,0,0|0,0,0|0,0,0|-0.9999999863124656,-0.00016545386741842604,0|9.906805555555612
831|-7191644.13502388,1516618.6515893398,2385484.5779266995|-2735.0830097751596,-5946.37392383927,1521.731209644223|0,0,0|0,0,0|0,0,0|-0.9999999862795035,-0.00016565296954346327,0|9.906666666666723
832|-7195052.6416669,1509196.6443588038,2387382.071745141|-2727.331052449267,-5948.004318976187,1519.1594547599573|0,0,0|0,0,0|0,0,0|-0.9999999862465018,-0.00016585207166849394,0|9.906527777777834
833|-7198382.446799458,1501923.6186149246,2389237.8621934922|-2719.739921400213,-5949.592391400207,1516.6402543859422|0,0,0|0,0,0|0,0,0|-0.9999999862134604,-0.000166051173793518,0|9.906388888888946
834|-7201700.5278232135,1494654.021961132,2391089.2077888236|-2712.1575213370143,-5951.1702475364755,1514.1231611502226|0,0,0|0,0,0|0,0,0|-0.9999999861803794,-0.0001662502759185355,0|9.906250000000057
835|-7205006.910950388,1487387.8655720628,2392936.116693842|-2704.583843555729,-5952.7379224016995,1511.6081752914276|0,0,0|0,0,0|0,0,0|-0.9999999861472588,-0.0001664493780435464,0|9.906111111111167
836|-7208367.397703774,1479979.9417172284,2394815.4015555624|-2696.867668855116,-5954.326498203872,1509.0450609591953|0,0,0|0,0,0|0,0,0|-0.9999999861140986,-0.0001666484801685507,0|9.905972222222278
837|-7211650.230847484,1472720.768404828,2396653.3732113433|-2689.3115834096616,-5955.873713201582,1506.5343326379032|0,0,0|0,0,0|0,0,0|-0.9999999860808987,-0.00016684758229354842,0|9.90583333333339
838|-7214921.44498079,1465465.0685962085,2398486.9327794868|-2681.7641937757235,-5957.41085192533,1504.0257122783642|0,0,0|0,0,0|0,0,0|-0.999999986047659,-0.00016704668441853952,0|9.905694444444501
839|-7218181.066133777,1458212.853130655,2400316.088390257|-2674.22549112844,-5958.937948894263,1501.5192000298255|0,0,0|0,0,0|0,0,0|-0.9999999860143798,-0.000167245786543524,0|9.905555555555612
840|-7221429.120291084,1450964.1327649876,2402140.8481657105|-2666.6954666138,-5960.455038504778,1499.0147960197216|0,0,0|0,0,0|0,0,0|-0.9999999859810609,-0.00016744488866850181,0|9.905416666666722
841|-7224665.633391855,1443718.9181739595,2403961.2202196373|-2659.1741113490134,-5961.962155030922,1496.512500353844|0,0,0|0,0,0|0,0,0|-0.9999999859477023,-0.000167643990793473,0|9.905277777777835
842|-7227890.63132967,1436477.2199506336,2405777.212657506|-2651.6614164228818,-5963.459332624795,1494.0123131165092|0,0,0|0,0,0|0,0,0|-0.9999999859143042,-0.00016784309291843752,0|9.905138888888946
843|-7231104.139952518,1429239.0486067452,2407588.8335764194|-2644.1573728961357,-5964.946605316955,1491.5142343707148|0,0,0|0,0,0|0,0,0|-0.9999999858808664,-0.00016804219504339542,0|9.905000000000056
844|-7234306.185062728,1422004.4145731088,2409396.091065048|-2636.661971801823,-5966.424007016818,1489.0182641583147|0,0,0|0,0,0|0,0,0|-0.9999999858473889,-0.00016824129716834664,0|9.904861111111167
845|-7237496.792416936,1414773.328199961,2411198.993203589|-2629.175204145633,-5967.891571513059,1486.52440250017|0,0,0|0,0,0|0,0,0|-0.9999999858138718,-0.00016844039929329123,0|9.90472222222228
846|-7240675.987726023,1407545.7997573602,2412997.548063709|-2621.6970609062737,-5969.349332474007,1484.0326493963194|0,0,0|0,0,0|0,0,0|-0.9999999857803151,-0.00016863950141822912,0|9.90458333333339
847|-7243843.79665508,1400321.8394355676,2414791.7637084904|-2614.2275330358243,-5970.7973234480505,1481.5430048261405|0,0,0|0,0,0|0,0,0|-0.9999999857467188,-0.0001688386035431603,0|9.9044444444445
848|-7247000.2448233655,1393101.4573453856,2416581.6481923903|-2606.7666114600484,-5972.235577864034,1479.0554687484987|0,0,0|0,0,0|0,0,0|-0.9999999857130828,-0.0001690377056680848,0|9.904305555555613
849|-7250145.357804248,1385884.6635185608,2418367.209561177|-2599.314287078783,-5973.664129031648,1476.5700411019188|0,0,0|0,0,0|0,0,0|-0.9999999856794072,-0.00016923680779300262,0|9.904166666666724
850|-7253279.161125186,1378671.467908145,2420148.455851893|-2591.87055076625,-5975.083010141838,1474.0867218047354|0,0,0|0,0,0|0,0,0|-0.9999999856456919,-0.00016943590991791373,0|9.904027777777834
851|-7256401.680267662,1371461.8803888552,2421925.395092797|-2584.4353933714056,-5976.492254267187,1471.6055107552488|0,0,0|0,0,0|0,0,0|-0.999999985611937,-0.00016963501204281812,0|9.903888888888945
852|-7259512.940667161,1364255.9107574571,2423698.0353033175|-2577.0088057182875,-5977.891894362312,1469.1264078318877|0,0,0|0,0,0|0,0,0|-0.9999999855781425,-0.00016983411416771578,0|9.903750000000057
853|-7262612.9677131325,1357053.5687331108,2425466.384494011|-2569.5907786063244,-5979.28196326427,1466.6494128933537|0,0,0|0,0,0|0,0,0|-0.9999999855443084,-0.0001700332162926067,0|9.903611111111168
854|-7265701.786748935,1349854.8639577685,2427230.4506665017|-2562.181302810706,-5980.66249369293,1464.174525778787|0,0,0|0,0,0|0,0,0|-0.9999999855104346,-0.00017023231841749087,0|9.903472222222279
855|-7268717.979772548,1342803.6713554426,2428955.087834108|-2554.9283041049007,-5982.006190707425,1461.7511812436746|0,0,0|0,0,0|0,0,0|-0.999999985476521,-0.00017043142054236829,0|9.90333333333339
856|-7271784.681535693,1335612.196478257,2430710.6972018084|-2547.535732607194,-5983.367931032411,1459.2804670701328|0,0,0|0,0,0|0,0,0|-0.9999999854425679,-0.00017063052266723895,0|9.903194444444502
857|-7274840.2505382905,1328424.387128641,2432462.0473427745|-2540.1516847952116,-5984.720229698289,1456.8118601266412|0,0,0|0,0,0|0,0,0|-0.999999985408575,-0.00017082962479210287,0|9.903055555555612
858|-7277884.711939966,1321240.2526447505,2434209.146222656|-2532.776151350804,-5986.063118962437,1454.3453601759586|0,0,0|0,0,0|0,0,0|-0.9999999853745426,-0.00017102872691696002,0|9.902916666666723
859|-7280857.531721985,1314203.3751324178,2435917.1862194072|-2525.5563802128017,-5987.37005241671,1451.9302341820342|0,0,0|0,0,0|0,0,0|-0.9999999853404705,-0.0001712278290418104,0|9.902777777777834
860|-7283880.074118723,1307026.5441372246,2437655.891066725|-2518.1976776374913,-5988.694405780498,1449.4679053037057|0,0,0|0,0,0|0,0,0|-0.9999999853063588,-0.00017142693116665395,0|9.902638888888946
861|-7286891.583615844,1299853.4153895574,2439390.3683361313|-2510.8474615286445,-5990.009445187683,1447.007682600204|0,0,0|0,0,0|0,0,0|-0.9999999852722075,-0.0001716260332914907,0|9.902500000000057
862|-7289892.085188732,1292683.9979294813,2441120.625956584|-2503.5057224798666,-5991.315202439294,1444.5495657602728|0,0,0|0,0,0|0,0,0|-0.9999999852380165,-0.0001718251354163207,0|9.902361111111167
863|-7292821.920867188,1285661.578151048,2442812.1921536555|-2496.3190335699815,-5992.585869537174,1442.1426540485254|0,0,0|0,0,0|0,0,0|-0.9999999852037859,-0.00017202423754114385,0|9.902222222222278
864|-7295800.7002509795,1278499.5354210394,2444534.118224635|-2488.994051265943,-5993.873341495492,1439.6887058289724|0,0,0|0,0,0|0,0,0|-0.9999999851695156,-0.0001722233396659602,0|9.90208333333339
865|-7298709.295940463,1271484.3598922356,2446217.534690061|-2481.8237657953377,-5995.126149554629,1437.285878680835|0,0,0|0,0,0|0,0,0|-0.9999999851352057,-0.00017242244179076972,0|9.901944444444501
866|-7301666.450506682,1264329.726472657,2447931.1601867494|-2474.515503113076,-5996.3954595688465,1434.8360976501983|0,0,0|0,0,0|0,0,0|-0.9999999851008562,-0.0001726215439155724,0|9.901805555555612
867|-7304612.72034079,1257178.848092222,2449640.6052234196|-2467.2156705248726,-5997.655643487456,1432.388420672602|0,0,0|0,0,0|0,0,0|-0.999999985066467,-0.00017282064604036824,0|9.901666666666724
868|-7307489.52821427,1250174.6387107864,2451311.8130643116|-2460.070004281989,-5998.881799590297,1429.9917381842465|0,0,0|0,0,0|0,0,0|-0.9999999850320382,-0.00017301974816515722,0|9.901527777777835
869|-7310414.319100071,1243031.220622396,2453013.004007101|-2452.786835147465,-6000.124005569022,1427.5482259822913|0,0,0|0,0,0|0,0,0|-0.9999999849975698,-0.00017321885028993934,0|9.901388888888945
870|-7313270.12491777,1236034.33865096,2454676.1379321953|-2445.6574807276456,-6001.332602772312,1425.155624122034|0,0,0|0,0,0|0,0,0|-0.9999999849630617,-0.0001734179524147146,0|9.901250000000056
871|-7316173.533322958,1228898.4140294173,2456369.1055709356|-2438.3909375369576,-6002.556951986159,1422.7162749234294|0,0,0|0,0,0|0,0,0|-0.9999999849285139,-0.000173617054539483,0|9.901111111111168
872|-7319008.431446195,1221908.8917082776,2458024.1957175606|-2431.2778581082266,-6003.7481086204,1420.3277518893372|0,0,0|0,0,0|0,0,0|-0.9999999848939265,-0.00017381615666424452,0|9.90097222222228
873|-7321890.553477108,1214780.4931766056,2459708.9707670207|-2424.0279032050303,-6004.9547213866235,1417.892563789486|0,0,0|0,0,0|0,0,0|-0.9999999848592994,-0.00017401525878899915,0|9.90083333333339
874|-7324704.637912942,1207798.3622078632,2461356.0471986593|-2416.931061793991,-6006.128554944542,1415.5081176509873|0,0,0|0,0,0|0,0,0|-0.9999999848246327,-0.00017421436091374684,0|9.9006944444445
875|-7327565.569314325,1200677.5218425198,2463032.6602979717|-2409.6976573798293,-6007.317550728416,1413.0770886150708|0,0,0|0,0,0|0,0,0|-0.9999999847899264,-0.00017441346303848765,0|9.900555555555613
876|-7330358.93371533,1193702.8133952024,2464671.753003696|-2402.617016875968,-6008.47417787061,1410.696717314999|0,0,0|0,0,0|0,0,0|-0.9999999847551804,-0.00017461256516322155,0|9.900416666666723
877|-7333142.077284353,1186731.7900898263,2466306.9052400943|-2395.5443812323906,-6009.622331611528,1408.3183620546652|0,0,0|0,0,0|0,0,0|-0.9999999847203948,-0.00017481166728794853,0|9.900277777777834
878|-7335971.507534134,1179622.3074464318,2467971.373609698|-2388.335648174539,-6010.785211851688,1405.8935465366546|0,0,0|0,0,0|0,0,0|-0.9999999846855695,-0.00017501076941266858,0|9.900138888888945
879|-7338734.070412647,1172658.7522755014,2469598.5868123635|-2381.2791577132457,-6011.916332038895,1403.5192628076657|0,0,0|0,0,0|0,0,0|-0.9999999846507046,-0.0001752098715373817,0|9.900000000000057
880|-7341542.547333202,1165556.9054785636,2471254.969341415|-2374.086880247891,-6013.061889679352,1401.0986007225408|0,0,0|0,0,0|0,0,0|-0.9999999846158001,-0.00017540897366208786,0|9.899861111111168
881|-7344284.622288475,1158600.8483031897,2472874.2733113854|-2367.046497534557,-6014.17609092168,1398.7283861606065|0,0,0|0,0,0|0,0,0|-0.9999999845808559,-0.00017560807578678706,0|9.899722222222278
882|-7347016.5909676235,1151648.5131456163,2474489.6736124367|-2360.0140734557654,-6015.2819602914715,1396.360184719258|0,0,0|0,0,0|0,0,0|-0.9999999845458721,-0.0001758071779114793,0|9.89958333333339
883|-7349738.4759662505,1144699.9071326572,2476101.177517102|-2352.989598796432,-6016.379525567817,1393.9939957756226|0,0,0|0,0,0|0,0,0|-0.9999999845108487,-0.00017600628003616457,0|9.899444444444502
884|-7352505.538579334,1137613.3442444417,2477741.5603092625|-2345.8299523572928,-6017.490958833964,1391.5815911243265|0,0,0|0,0,0|0,0,0|-0.9999999844757856,-0.00017620538216084287,0|9.899305555555612
885|-7355207.11919573,1130672.2941190472,2479345.2140548564|-2338.8215105945465,-6018.5718308132955,1389.219466288957|0,0,0|0,0,0|0,0,0|-0.9999999844406829,-0.00017640448428551418,0|9.899166666666723
886|-7357898.684118,1123734.994290415,2480944.9933133377|-2331.820990332323,-6019.644482011472,1386.859351984109|0,0,0|0,0,0|0,0,0|-0.9999999844055406,-0.0001766035864101785,0|9.899027777777833
887|-7360580.2557685375,1116801.4516388592,2482540.9053195673|-2324.8283822996164,-6020.708939816751,1384.5012475304318|0,0,0|0,0,0|0,0,0|-0.9999999843703586,-0.00017680268853483583,0|9.898888888888946
888|-7363306.275327603,1109730.2881694217,2484165.408014436|-2317.701214433213,-6021.786703657304,1382.097089572435|0,0,0|0,0,0|0,0,0|-0.9999999843351369,-0.00017700179065948613,0|9.898750000000057
889|-7365967.724730022,1102804.3572951388,2485753.528629218|-2310.724563991449,-6022.8346906387105,1379.7430437094602|0,0,0|0,0,0|0,0,0|-0.9999999842998756,-0.00017720089278412942,0|9.898611111111167
890|-7368619.248323866,1095882.2040126864,2487337.803786534|-2303.755797697043,-6023.874566367007,1377.3910055626284|0,0,0|0,0,0|0,0,0|-0.9999999842645746,-0.00017739999490876568,0|9.89847222222228
891|-7371260.868358286,1088963.8349606039,2488918.24068311|-2296.7949062268162,-6024.90635784488,1375.0409743979244|0,0,0|0,0,0|0,0,0|-0.999999984229234,-0.00017759909703339493,0|9.89833333333339
892|-7373892.607039326,1082049.2567180141,2490494.8465061174|-2289.841880245186,-6025.930091979935,1372.692949468015|0,0,0|0,0,0|0,0,0|-0.9999999841938537,-0.00017779819915801713,0|9.898194444444501
893|-7376514.486529954,1075138.4758048998,2492067.6284331544|-2282.8967104043586,-6026.945795585001,1370.3469300123472|0,0,0|0,0,0|0,0,0|-0.9999999841584338,-0.00017799730128263228,0|9.898055555555612
894|-7379126.528950034,1068231.498682415,2493636.593632206|-2275.959387344595,-6027.953495378466,1368.0029152572706|0,0,0|0,0,0|0,0,0|-0.9999999841229743,-0.00017819640340724035,0|9.897916666666724
895|-7381728.756376339,1061328.3317531422,2495201.7492616256|-2269.029901694392,-6028.95321798458,1365.660904416131|0,0,0|0,0,0|0,0,0|-0.9999999840874751,-0.00017839550553184138,0|9.897777777777835
896|-7384321.1908425605,1054428.9813613952,2496763.10247011|-2262.1082440707205,-6029.944989933793,1363.3208966893865|0,0,0|0,0,0|0,0,0|-0.9999999840519364,-0.00017859460765643533,0|9.897638888888945
897|-7386903.854339305,1047533.4537934915,2498320.660396673|-2255.194405079237,-6030.928837663061,1360.9828912647092|0,0,0|0,0,0|0,0,0|-0.9999999840163579,-0.0001787937097810222,0|9.897500000000056
898|-7389476.768814105,1040641.755278026,2499874.4301706194|-2248.2883753144833,-6031.904787516168,1358.6468873170872|0,0,0|0,0,0|0,0,0|-0.9999999839807399,-0.00017899281190560202,0|9.897361111111168
899|-7392039.956171415,1033753.8919861759,2501424.4189115213|-2241.390145360125,-6032.872865744034,1356.3128840089375|0,0,0|0,0,0|0,0,0|-0.9999999839450822,-0.00017919191403017472,0|9.897222222222279
900|-7394593.438272623,1026869.8700319536,2502970.633729194|-2234.499705789147,-6033.833098505048,1353.9808804902036|0,0,0|0,0,0|0,0,0|-0.9999999839093848,-0.00017939101615474032,0|9.89708333333339
901|-7397137.236936061,1019989.6954724963,2504513.081723672|-2227.617047164057,-6034.785511865362,1351.650875898458|0,0,0|0,0,0|0,0,0|-0.9999999838736479,-0.0001795901182792988,0|9.896888888888947
902|-7399671.373937001,1013113.3743083489,2506051.7699851845|-2220.7421600371063,-6035.730131799226,1349.32286935901|0,0,0|0,0,0|0,0,0|-0.9999999838378713,-0.00017978922040385014,0|9.896694444444503
903|-7402195.871007677,1006240.9124837127,2507586.7055941364|-2213.875034950476,-6036.666984189282,1346.996859984998|0,0,0|0,0,0|0,0,0|-0.999999983802055,-0.00017998832252839438,0|9.896500000000058
904|-7404710.74983728,999372.315886762,2509117.895621079|-2207.015662436516,-6037.596094826883,1344.6728468775052|0,0,0|0,0,0|0,0,0|-0.999999983766199,-0.00018018742465293147,0|9.896305555555616
905|-7407216.032071981,992507.5903498784,2510645.3471266935|-2200.1640330179043,-6038.517489412413,1342.3508291256449|0,0,0|0,0,0|0,0,0|-0.9999999837303034,-0.00018038652677746143,0|9.896111111111171
906|-7409711.739314929,985646.7416499495,2512169.0671617645|-2193.3201372078825,-6039.431193555584,1340.0308058066707|0,0,0|0,0,0|0,0,0|-0.9999999836943682,-0.00018058562890198423,0|9.895916666666729
907|-7412197.893126264,978789.7755086268,2513689.062767159|-2186.4839655104415,-6040.337232775753,1337.7127759860728|0,0,0|0,0,0|0,0,0|-0.9999999836583933,-0.00018078473102649988,0|9.895722222222284
908|-7414624.066856856,972076.5174224069,2515174.4336327934|-2179.794787636438,-6041.217374009765,1335.4439848734469|0,0,0|0,0,0|0,0,0|-0.9999999836223787,-0.00018098383315100835,0|9.895527777777842
909|-7417091.372189691,965227.253821871,2516687.077113553|-2172.973878488446,-6042.10831472032,1333.1298985643664|0,0,0|0,0,0|0,0,0|-0.9999999835863246,-0.00018118293527550966,0|9.895333333333397
910|-7419549.188076488,958381.889503323,2518196.0170845496|-2166.160665105882,-6042.991666012469,1330.8178029004193|0,0,0|0,0,0|0,0,0|-0.9999999835502308,-0.00018138203740000378,0|9.895138888888953
911|-7421997.535906356,951540.4299712959,2519701.2605469753|-2159.3551379578767,-6043.867453049037,1328.5076969012546|0,0,0|0,0,0|0,0,0|-0.9999999835140974,-0.00018158113952449072,0|9.895000000000065
