time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
9648|-3945224.092440813,-7466062.325836206,2090336.729455373|5128.400714401523,-2185.7627076863964,-1597.0787056174086|0,0,0|0,0,0|0,0,0|-0.999998154617472,-0.0019211352490668076,0|9.746664779101804
9649|-3942151.585222374,-7467370.857570672,2089379.8003388199|5129.83122114288,-2183.054281207651,-1597.836766719701|0,0,0|0,0,0|0,0,0|-0.99999815423495,-0.0019213343508271156,0|9.74680420112677
9650|-3939077.142031243,-7468678.225202695,2088422.080934459|5131.261361532207,-2180.3439617786717,-1598.5948773447615|0,0,0|0,0,0|0,0,0|-0.9999981538523883,-0.0019215334525873474,0|9.746943623206931
9651|-3936040.214153113,-7469967.6882511275,2087475.8640677566|5132.672806817161,-2177.6665309967,-1599.3433171742893|0,0,0|0,0,0|0,0,0|-0.999998153469787,-0.001921732554347503,0|9.747083045342293
9652|-3933001.3962049177,-7471256.013581499,2086528.8755366255|5134.0838938232255,-2174.987250857147,-1600.0918052583108|0,0,0|0,0,0|0,0,0|-0.9999981530871461,-0.0019219316561075825,0|9.747222467532856
9653|-3929921.1842977917,-7472559.908760914,2085568.8009214136|5135.512940700895,-2172.271286969527,-1600.8500631611037|0,0,0|0,0,0|0,0,0|-0.9999981527044656,-0.0019221307578675857,0|9.747361889778619
9654|-3926839.029393969,-7473862.633103267,2084607.9329145604|5136.941618629254,-2169.553420608726,-1601.6083705706264|0,0,0|0,0,0|0,0,0|-0.9999981523217454,-0.0019223298596275128,0|9.747501312079581
9655|-3923834.0335091427,-7475130.826441232,2083670.9386644603|5138.333308280279,-2166.9034109090708,-1602.3472818139753|0,0,0|0,0,0|0,0,0|-0.9999981519389856,-0.0019225289613873638,0|9.747640734435741
9656|-3920748.037230028,-7476431.234119128,2082708.5019166027|5139.761255828761,-2164.181781318691,-1603.105686950489|0,0,0|0,0,0|0,0,0|-0.9999981515561861,-0.0019227280631471384,0|9.747780156847103
9657|-3917660.0926812347,-7477730.465874354,2081745.269444214|5141.1888324557785,-2161.458242091845,-1603.8641415751854|0,0,0|0,0,0|0,0,0|-0.999998151173347,-0.001922927164906837,0|9.747919579313665
9658|-3914570.1980868047,-7479028.5199883,2080781.2404610263|5142.616037492797,-2158.7327908131497,-1604.6226456805637|0,0,0|0,0,0|0,0,0|-0.9999981507904683,-0.0019231262666664591,0|9.748059001835426
9659|-3911518.003084601,-7480308.775608883,2079828.788796178|5144.0245798991045,-2156.0404034163057,-1605.3714738995714|0,0,0|0,0,0|0,0,0|-0.9999981504075499,-0.0019233253684260052,0|9.748198424412385
9660|-3908463.904273646,-7481587.88024951,2078875.559387513|5145.432758879575,-2153.346147992532,-1606.1203503222664|0,0,0|0,0,0|0,0,0|-0.9999981500245919,-0.001923524470185475,0|9.748337847044546
9661|-3905368.1990311733,-7482882.421433915,2077909.1566384723|5146.858854695774,-2150.6149952741507,-1606.8790015502877|0,0,0|0,0,0|0,0,0|-0.9999981496415943,-0.0019237235719448684,0|9.748477269731906
9662|-3902270.5366692515,-7484175.778102627,2076941.9542441177|5148.2845762374045,-2147.881920869195,-1607.6377022227962|0,0,0|0,0,0|0,0,0|-0.9999981492585569,-0.0019239226737041858,0|9.748616692474465
9663|-3899170.9154041125,-7485467.948514836,2075973.9514133453|5149.709922822027,-2145.146922344586,-1608.39645232907|0,0,0|0,0,0|0,0,0|-0.9999981488754799,-0.0019241217754634268,0|9.748756115272224
9664|-3896109.1097364654,-7486742.387393795,2075017.5729924862|5151.11662728614,-2142.4450982483495,-1609.1455233459576|0,0,0|0,0,0|0,0,0|-0.9999981484923632,-0.0019243208772225914,0|9.748895538125185
9665|-3893045.391612988,-7488015.666853956,2074060.4129928125|5152.522965016193,-2139.7413943304464,-1609.894642514559|0,0,0|0,0,0|0,0,0|-0.999998148109207,-0.0019245199789816798,0|9.749034961033342
9666|-3889939.9333078987,-7489304.298580259,2073090.024691318|5153.9471922828925,-2137.0006583671952,-1610.6535395848437|0,0,0|0,0,0|0,0,0|-0.999998147726011,-0.001924719080740692,0|9.7491743839967
9667|-3886832.508994692,-7490591.737086997,2072118.8327996104|5155.371041852461,-2134.2579885789064,-1611.4124860398242|0,0,0|0,0,0|0,0,0|-0.9999981473427755,-0.001924918182499628,0|9.749313807015257
9668|-3883723.1168817747,-7491877.980610943,2071146.8365217233|5156.794513028396,-2131.5133825146386,-1612.1714818655164|0,0,0|0,0,0|0,0,0|-0.9999981469595003,-0.0019251172842584875,0|9.749453230089015
9669|-3880611.755176002,-7493163.027384331,2070174.0350607152|5158.217605111335,-2128.7668377198593,-1612.9305270472703|0,0,0|0,0,0|0,0,0|-0.9999981465761855,-0.0019253163860172707,0|9.749592653217972
9670|-3877498.4220826374,-7494446.875634856,2069200.4276186586|5159.64031739907,-2126.0183517364085,-1613.689621569776|0,0,0|0,0,0|0,0,0|-0.999998146192831,-0.0019255154877759776,0|9.749732076402129
9671|-3874423.068123455,-7495713.086984206,2068238.5109953939|5161.044416574393,-2123.3031963307953,-1614.4390324915626|0,0,0|0,0,0|0,0,0|-0.9999981458094369,-0.0019257145895346082,0|9.749871499641484
9672|-3871305.8121961607,-7496994.5482764365,2067263.299552212|5162.466372045361,-2120.5508455469094,-1615.1982250149092|0,0,0|0,0,0|0,0,0|-0.9999981454260032,-0.0019259136912931625,0|9.750010922936038
9673|-3868226.5821900535,-7498258.399792932,2066299.7979319305|5163.86972272405,-2117.8318700807754,-1615.9477326480226|0,0,0|0,0,0|0,0,0|-0.9999981450425298,-0.0019261127930516402,0|9.750150346285794
9674|-3865105.396323224,-7499537.467074398,2065322.9793251585|5165.290918571367,-2115.07564474679,-1616.707023103841|0,0,0|0,0,0|0,0,0|-0.9999981446590168,-0.0019263118948100416,0|9.750289769690749
9675|-3861982.2301179664,-7500815.326949048,2064345.3507536184|5166.711731087652,-2112.317465942575,-1617.4663628142791|0,0,0|0,0,0|0,0,0|-0.9999981442754642,-0.0019265109965683667,0|9.750429193150904
9676|-3858857.0817702236,-7502091.977617223,2063366.9114135287|5168.132159553443,-2109.5573311883027,-1618.2257517600024|0,0,0|0,0,0|0,0,0|-0.9999981438918719,-0.0019267100983266154,0|9.750568616666255
9677|-3855729.949474356,-7503367.417274669,2062387.6605001185|5169.552203246379,-2106.7952380004767,-1618.9851899210034|0,0,0|0,0,0|0,0,0|-0.99999814350824,-0.0019269092000847876,0|9.750708040236809
9678|-3852600.8314231923,-7504641.644112493,2061407.5972076415|5170.971861441157,-2104.031183891968,-1619.7446772765827|0,0,0|0,0,0|0,0,0|-0.9999981431245684,-0.0019271083018428834,0|9.750847463862561
9679|-3849469.7258079834,-7505914.656317185,2060426.7207293622|5172.391133409568,-2101.265166371976,-1620.5042138053643|0,0,0|0,0,0|0,0,0|-0.9999981427408571,-0.001927307403600903,0|9.750986887543514
9680|-3846336.6308184285,-7507186.452070591,2059445.0302575615|5173.810018420455,-2098.497182946031,-1621.263799485281|0,0,0|0,0,0|0,0,0|-0.9999981423571062,-0.001927506505358846,0|9.751126311279664
9681|-3843201.54464267,-7508457.029549912,2058462.524983536|5175.228515739717,-2095.727231115997,-1622.0234342935773|0,0,0|0,0,0|0,0,0|-0.9999981419733156,-0.0019277056071167126,0|9.751265735071014
9682|-3840064.4654672956,-7509726.386927687,2057479.204097596|5176.6466246303025,-2092.9553083800597,-1622.7831182068062|0,0,0|0,0,0|0,0,0|-0.9999981415894854,-0.001927904708874503,0|9.751405158917565
9683|-3836925.3914773352,-7510994.522371788,2056495.0667890648|5178.064344352202,-2090.1814122327223,-1623.5428512008284|0,0,0|0,0,0|0,0,0|-0.9999981412056156,-0.0019281038106322168,0|9.751544582819315
9684|-3833784.3208562583,-7512261.434045413,2055510.112246277|5179.481674162442,-2087.405540164791,-1624.3026332508086|0,0,0|0,0,0|0,0,0|-0.9999981408217061,-0.0019283029123898542,0|9.751684006776264
9685|-3830641.251785989,-7513527.120107075,2054524.3396565823|5180.898613315065,-2084.627689663381,-1625.0624643312133|0,0,0|0,0,0|0,0,0|-0.999998140437757,-0.0019285020141474151,0|9.751823430788413
9686|-3827496.1824469166,-7514791.578710578,2053537.748206346|5182.3151610611285,-2081.847858211925,-1625.822344415804|0,0,0|0,0,0|0,0,0|-0.9999981400537683,-0.0019287011159048997,0|9.75196285485576
9687|-3824349.111017838,-7516054.808005034,2052550.3370809343|5183.731316648712,-2079.066043290115,-1626.5822734776486|0,0,0|0,0,0|0,0,0|-0.9999981396697399,-0.0019289002176623078,0|9.752102278978308
9688|-3821200.0356760314,-7517316.806134834,2051562.105464733|5185.147079322885,-2076.2822423739563,-1627.3422514891038|0,0,0|0,0,0|0,0,0|-0.9999981392856719,-0.0019290993194196395,0|9.752241703156052
9689|-3818048.9545972273,-7518577.571239636,2050573.0525411374|5186.562448325707,-2073.496452935736,-1628.102278421819|0,0,0|0,0,0|0,0,0|-0.9999981389015643,-0.0019292984211768947,0|9.752381127388999
9690|-3814895.8659555945,-7519837.1014543725,2049583.1774925496|5187.977422896229,-2070.7086724440073,-1628.8623542467362|0,0,0|0,0,0|0,0,0|-0.999998138517417,-0.0019294975229340733,0|9.752520551677145
9691|-3811740.7679237574,-7521095.394909226,2048592.4795003815|5189.392002270473,-2067.918898363597,-1629.6224789340856|0,0,0|0,0,0|0,0,0|-0.9999981381332301,-0.0019296966246911756,0|9.752659976020489
9692|-3808583.658672802,-7522352.449729624,2047600.9577450552|5190.806185681435,-2065.127128155603,-1630.3826524533827|0,0,0|0,0,0|0,0,0|-0.9999981377490036,-0.0019298957264482013,0|9.752799400419034
9693|-3805424.536372261,-7523608.264036226,2046608.611405998|5192.219972359063,-2062.3333592773743,-1631.142874773426|0,0,0|0,0,0|0,0,0|-0.9999981373647374,-0.0019300948282051505,0|9.752938824872777
9694|-3802263.3991901334,-7524862.835944925,2045615.4396616498|5193.633361530261,-2059.5375891825192,-1631.903145862296|0,0,0|0,0,0|0,0,0|-0.9999981369804316,-0.0019302939299620232,0|9.753078249381721
9695|-3799100.245292872,-7526116.163566814,2044621.4416894533|5195.046352418873,-2056.739815320897,-1632.6634656873498|0,0,0|0,0,0|0,0,0|-0.999998136596086,-0.0019304930317188193,0|9.753217673945862
9696|-3795894.4805981303,-7527384.289235362,2043613.857125718|5196.477051803024,-2053.904127483825,-1633.4335828457383|0,0,0|0,0,0|0,0,0|-0.9999981362117009,-0.001930692133475539,0|9.753357098565203
9697|-3792727.2618494565,-7528635.106584404,2042618.1936070288|5197.889238654447,-2051.1023126517066,-1634.1940006660798|0,0,0|0,0,0|0,0,0|-0.999998135827276,-0.001930891235232182,0|9.753496523239743
9698|-3789517.3764200136,-7529900.685896935,2041608.9204508883|5199.319122084985,-2048.262526785328,-1634.9642170053978|0,0,0|0,0,0|0,0,0|-0.9999981354428116,-0.0019310903369887484,0|9.753635947969483
9699|-3786346.085372622,-7531148.985261692,2040611.5880410334|5200.730501717151,-2045.4566606049975,-1635.724732679918|0,0,0|0,0,0|0,0,0|-0.9999981350583075,-0.0019312894387452384,0|9.753775372754422
9700|-3783172.76837203,-7532396.03077392,2039613.4252544055|5202.141479119489,-2042.6487777847594,-1636.485296915579|0,0,0|0,0,0|0,0,0|-0.9999981346737637,-0.0019314885405016518,0|9.753914797594561
9701|-3779997.4235754125,-7533641.820515676,2038614.4312624515|5203.552053497265,-2039.838875751734,-1637.2459096753473|0,0,0|0,0,0|0,0,0|-0.9999981342891804,-0.0019316876422579886,0|9.753998666934343
9702|-3776820.049138436,-7534886.352564164,2037614.6052356292|5204.9622240526005,-2037.0269519292558,-1638.006570921445|0,0,0|0,0,0|0,0,0|-0.9999981339045574,-0.001931886744014249,0|9.754082536329323
9703|-3773640.643215198,-7536129.624991727,2036613.9463433884|5206.371989984527,-2034.2130037368422,-1638.7672806153623|0,0,0|0,0,0|0,0,0|-0.9999981335198947,-0.0019320858457704327,0|9.754166405779504
9704|-3770418.4030661695,-7537387.550883165,2035599.60868926|5207.799416577605,-2031.3609131736118,-1639.5377923409612|0,0,0|0,0,0|0,0,0|-0.9999981331351925,-0.00193228494752654,0|9.754250275284884
9705|-3767194.075191512,-7538644.180653315,2034584.4149593138|5209.226426442206,-2028.506740660887,-1640.3083536827567|0,0,0|0,0,0|0,0,0|-0.9999981327504506,-0.0019324840492825706,0|9.754334144845462
9706|-3764008.5114629464,-7539883.6301307315,2033581.2310470473|5210.634963218873,-2025.686651697671,-1641.069209720234|0,0,0|0,0,0|0,0,0|-0.999998132365669,-0.0019326831510385245,0|9.75441801446124
9707|-3760820.9088017913,-7541121.812177726,2032577.2109157958|5212.0430921158795,-2022.864527937935,-1641.8301140429464|0,0,0|0,0,0|0,0,0|-0.9999981319808479,-0.0019328822527944019,0|9.754501884132218
9708|-3757631.2653544703,-7542358.724842033,2031572.353729993|5213.450812316417,-2020.0403667820224,-1642.5910666086245|0,0,0|0,0,0|0,0,0|-0.999998131595987,-0.0019330813545502027,0|9.754585753858393
9709|-3754398.646943669,-7543610.199459266,2030553.7596828458|5214.8761627828235,-2017.1779190223722,-1643.361824107059|0,0,0|0,0,0|0,0,0|-0.9999981312110866,-0.0019332804563059267,0|9.754669623639769
9710|-3751163.9312514924,-7544860.36789059,2029534.3052522722|5216.301092309782,-2014.3133759111308,-1644.1326310037568|0,0,0|0,0,0|0,0,0|-0.9999981308261465,-0.0019334795580615743,0|9.754753493476343
9711|-3747968.1018139236,-7546093.427918819,2028526.9103410335|5217.70757093465,-2011.4830344545467,-1644.8937292701828|0,0,0|0,0,0|0,0,0|-0.9999981304411668,-0.001933678659817145,0|9.754892918923673
9712|-3744770.224112984,-7547325.210655301,2027518.6750014427|5219.113637542663,-2008.650645097677,-1645.6548756017442|0,0,0|0,0,0|0,0,0|-0.9999981300561473,-0.0019338777615726392,0|9.755032344426201
9713|-3741529.25825331,-7548571.481494192,2026496.6560477524|5220.53730981896,-2005.7798529244653,-1646.4258291658418|0,0,0|0,0,0|0,0,0|-0.9999981296710883,-0.0019340768633280567,0|9.75517176998393
9714|-3738286.1874294663,-7549816.437992816,2025473.773241449|5221.960557723135,-2002.9069545924785,-1647.1968319394464|0,0,0|0,0,0|0,0,0|-0.9999981292859895,-0.0019342759650833976,0|9.755311195596855
9715|-3735082.1010776293,-7551044.344041674,2024462.989943943|5223.365372630684,-2000.0683530587874,-1647.9581234150096|0,0,0|0,0,0|0,0,0|-0.9999981289008512,-0.0019344750668386617,0|9.75545062126498
9716|-3731875.9589605844,-7552270.964809222,2023451.3628280417|5224.7697721489785,-1997.2276930581763,-1648.7194627654833|0,0,0|0,0,0|0,0,0|-0.9999981285156732,-0.0019346741685938493,0|9.755590046988305
9717|-3728626.615077791,-7553511.999335648,2022425.9051540804|5226.191752511768,-1994.3485134206612,-1649.4906116260165|0,0,0|0,0,0|0,0,0|-0.9999981281304555,-0.0019348732703489602,0|9.755729472766829
9718|-3725375.158522796,-7554751.711284516,2021399.580141634|5227.613305016116,-1991.467216752831,-1650.2618094945042|0,0,0|0,0,0|0,0,0|-0.9999981277451983,-0.0019350723721039942,0|9.755868898600552
9719|-3722162.7850198383,-7555974.431068288,2020385.3947861511|5229.016442550915,-1988.6203125094937,-1651.0232933944783|0,0,0|0,0,0|0,0,0|-0.9999981273599013,-0.0019352714738589518,0|9.756008324489473
9720|-3718948.3482252955,-7557195.857500009,2019370.3622059545|5230.419161271484,-1985.7713391696802,-1651.7848249665792|0,0,0|0,0,0|0,0,0|-0.9999981269745648,-0.0019354705756138325,0|9.756147750433593
9721|-3715649.344684542,-7558447.256922951,2018328.422171407|5231.857411178605,-1982.8471630974948,-1652.565932455749|0,0,0|0,0,0|0,0,0|-0.9999981265891886,-0.0019356696773686365,0|9.756287176432913
9722|-3712430.722659421,-7559666.057299897,2017311.6708162855|5233.259278896056,-1979.9939903853247,-1653.327560433248|0,0,0|0,0,0|0,0,0|-0.9999981262037728,-0.0019358687791233638,0|9.756426602487432
9723|-3709210.0316698467,-7560883.558205035,2016294.0696655537|5234.66072519013,-1977.138740545932,-1654.0892359220966|0,0,0|0,0,0|0,0,0|-0.9999981258183174,-0.0019360678808780143,0|9.756566028597149
9724|-3705904.607672405,-7562130.925073638,2015249.492525877|5236.09766732362,-1974.208118683612,-1654.8704908486645|0,0,0|0,0,0|0,0,0|-0.9999981254328223,-0.001936266982632588,0|9.756705454762066
9725|-3702679.7199471146,-7563345.7874805005,2014230.1673831716|5237.498257298769,-1971.3486531681153,-1655.6322624098948|0,0,0|0,0,0|0,0,0|-0.9999981250472876,-0.001936466084387085,0|9.75684488098218
9726|-3699411.372780491,-7564574.894183675,2013196.9051280664|5238.91637129911,-1968.4504023615468,-1656.4038485305903|0,0,0|0,0,0|0,0,0|-0.9999981246617132,-0.0019366651861415052,0|9.756984307257497
9727|-3696140.895469756,-7565802.65942811,2012162.7676132547|5240.334049380213,-1965.5500097736149,-1657.175483156928|0,0,0|0,0,0|0,0,0|-0.9999981242760992,-0.0019368642878958486,0|9.75712373358801
9728|-3692909.72482471,-7567013.565160526,2011140.8608671087|5241.733353596231,-1962.6842270114578,-1657.937397786048|0,0,0|0,0,0|0,0,0|-0.9999981238904456,-0.001937063389650115,0|9.757263159973721
9729|-3689635.008377608,-7568238.658129475,2010104.9812717054|5243.150162631789,-1959.7795697085837,-1658.7091286300695|0,0,0|0,0,0|0,0,0|-0.9999981235047523,-0.0019372624914043048,0|9.757402586414633
9730|-3686358.1559342444,-7569462.403250079,2009068.2237572486|5244.566532998706,-1956.8727623000627,-1659.4809077972982|0,0,0|0,0,0|0,0,0|-0.9999981231190193,-0.0019374615931584177,0|9.757542012910744
9731|-3683120.685108346,-7570669.333461704,2008043.7275638375|5245.964543346149,-1954.0006377385125,-1660.2429649562125|0,0,0|0,0,0|0,0,0|-0.9999981227332466,-0.0019376606949124539,0|9.757681439462052
9732|-3679798.0352086946,-7571905.841342002,2006992.07140081|5247.397954013437,-1951.0526859825723,-1661.0246108494546|0,0,0|0,0,0|0,0,0|-0.9999981223474343,-0.0019378597966664133,0|9.757820866068561
9733|-3676556.3367981063,-7573110.099372749,2005965.8371969222|5248.795093548411,-1948.176301864038,-1661.7867631189658|0,0,0|0,0,0|0,0,0|-0.9999981219615824,-0.0019380588984202957,0|9.757960292730269
9734|-3673229.346932321,-7574343.862173345,2004912.3966464244|5250.227609178389,-1945.223975650122,-1662.5685064300721|0,0,0|0,0,0|0,0,0|-0.9999981215756909,-0.0019382580001741014,0|9.758099719447173
9735|-3669983.4131693784,-7575545.439468796,2003884.4208953497|5251.623874196026,-1942.3433208872584,-1663.3307535521217|0,0,0|0,0,0|0,0,0|-0.9999981211897597,-0.0019384571019278303,0|9.75823914621928
9736|-3666693.7306886986,-7576761.069404116,2002842.3882769744|5253.037598580454,-1939.4235814540177,-1664.1028207040524|0,0,0|0,0,0|0,0,0|-0.9999981208037889,-0.0019386562036814822,0|9.758378573046583
9737|-3663401.898469016,-7577975.33635621,2001799.4714822914|5254.450877741349,-1936.501672298996,-1664.8749357225863|0,0,0|0,0,0|0,0,0|-0.9999981204177785,-0.0019388553054350574,0|9.758517999929085
9738|-3660107.914537289,-7579188.23813712,2000755.669611531|5255.863710726236,-1933.5775905980138,-1665.6470985389074|0,0,0|0,0,0|0,0,0|-0.9999981200317284,-0.0019390544071885558,0|9.758657426866785
9739|-3656811.776918912,-7580399.772553384,1999710.9817638558|5257.276096579012,-1930.6513335226575,-1666.419309083324|0,0,0|0,0,0|0,0,0|-0.9999981196456387,-0.0019392535089419773,0|9.758796853859685
9740|-3653513.483637726,-7581609.937405999,1998665.407037359|5258.688034339937,-1927.7228982402808,-1667.1915672852647|0,0,0|0,0,0|0,0,0|-0.9999981192595093,-0.001939452610695322,0|9.758936280907784
9741|-3650213.0327160335,-7582818.730490409,1997618.94452907|5260.099523045622,-1924.7922819140103,-1667.9638730732715|0,0,0|0,0,0|0,0,0|-0.9999981188733403,-0.0019396517124485896,0|9.759075708011082
9742|-3646910.4221745697,-7584026.149596513,1996571.5933349465|5261.510561729016,-1921.8594817027156,-1668.7362263750028|0,0,0|0,0,0|0,0,0|-0.9999981184871317,-0.0019398508142017803,0|9.759215135169578
9743|-3643605.650032528,-7585232.192508642,1995523.3525498775|5262.9211494194105,-1918.9244947610118,-1669.5086271172293|0,0,0|0,0,0|0,0,0|-0.9999981181008835,-0.0019400499159548943,0|9.759354562383272
9744|-3640298.7143075513,-7586436.857005548,1994474.2212676823|5264.3312851424125,-1915.9873182392616,-1670.2810752258285|0,0,0|0,0,0|0,0,0|-0.9999981177145956,-0.0019402490177079313,0|9.759493989652167
9745|-3636989.6130157495,-7587640.140860386,1993424.1985811137|5265.740967919937,-1913.0479492835627,-1671.0535706257817|0,0,0|0,0,0|0,0,0|-0.999998117328268,-0.0019404481194608913,0|9.759633416976259
9746|-3633678.3441716684,-7588842.041840716,1992373.2835818485|5267.150196770208,-1910.1063850357345,-1671.826113241175|0,0,0|0,0,0|0,0,0|-0.9999981169419008,-0.0019406472212137745,0|9.759772844355549
9747|-3630364.905788338,-7590042.557708477,1991321.4753604997|5268.558970707735,-1907.1626226333235,-1672.5987029951912|0,0,0|0,0,0|0,0,0|-0.9999981165554939,-0.0019408463229665808,0|9.75991227179004
9748|-3627007.3122051368,-7591256.85616035,1990255.4419257303|5269.9851126276435,-1904.1793544141442,-1673.3811203242453|0,0,0|0,0,0|0,0,0|-0.9999981161690473,-0.00194104542471931,0|9.760051699279728
9749|-3623731.5124482573,-7592439.425125917,1989215.175608618|5271.375149884008,-1901.2684918934758,-1674.1440236073106|0,0,0|0,0,0|0,0,0|-0.9999981157825611,-0.0019412445264719623,0|9.760191126824616
9750|-3620369.5147612616,-7593650.906874321,1988147.3284904805|5272.8003654251115,-1898.2807571462213,-1674.9265360087816|0,0,0|0,0,0|0,0,0|-0.9999981153960353,-0.0019414436282245377,0|9.760330554424701
9751|-3617089.4170688908,-7594830.725095501,1987105.2920289105|5274.189497490279,-1895.3655340785283,-1675.6895318294821|0,0,0|0,0,0|0,0,0|-0.9999981150094699,-0.0019416427299770362,0|9.760469982079986
9752|-3613723.0072046285,-7596039.380983267,1986035.6275264015|5275.613782600104,-1892.3733211387248,-1676.4721389774706|0,0,0|0,0,0|0,0,0|-0.9999981146228648,-0.0019418418317294578,0|9.76060940979047
9753|-3610396.482146373,-7597231.521141347,1984978.4294334683|5277.019800316226,-1889.4162813949176,-1677.2450104893558|0,0,0|0,0,0|0,0,0|-0.9999981142362201,-0.0019420409334818024,0|9.760748837556152
9754|-3607067.773571694,-7598422.260333371,1983920.3317110846|5278.425356103635,-1886.4570233023182,-1678.0179285756153|0,0,0|0,0,0|0,0,0|-0.9999981138495357,-0.00194224003523407,0|9.760888265377032
9755|-3603694.7022489193,-7599626.642157629,1982847.9226241063|5279.848231960614,-1883.4580426347616,-1678.8006778114382|0,0,0|0,0,0|0,0,0|-0.9999981134628118,-0.0019424391369862607,0|9.76102769325311
9756|-3600361.59293916,-7600814.554755069,1981788.0114709206|5281.25285496055,-1880.4943109769006,-1679.5736893799503|0,0,0|0,0,0|0,0,0|-0.9999981130760481,-0.0019426382387383741,0|9.76116712118439
9757|-3597026.294085278,-7602001.059489757,1980727.1979194507|5282.6570129606325,-1877.5283522294692,-1680.3467472665247|0,0,0|0,0,0|0,0,0|-0.9999981126892449,-0.0019428373404904106,0|9.761306549170866
9758|-3593646.5429147165,-7603201.146210076,1979652.035800859|5284.078470195318,-1874.522577167818,-1681.1296378082145|0,0,0|0,0,0|0,0,0|-0.999998112302402,-0.00194303644224237,0|9.761445977212542
9759|-3590306.8311801786,-7604384.810417067,1978589.403236055|5285.481689191901,-1871.5521272232174,-1681.9027886526521|0,0,0|0,0,0|0,0,0|-0.9999981119155195,-0.0019432355439942526,0|9.761585405309415
9760|-3586964.923860026,-7605567.059812451,1977525.8654943714|5286.884440082777,-1868.5794414087597,-1682.6759855503565|0,0,0|0,0,0|0,0,0|-0.9999981115285973,-0.0019434346457460581,0|9.761724833461487
9761|-3583578.4744103868,-7606762.830229257,1976447.9418672586|5288.304469219811,-1865.5668451661838,-1683.4590165900634|0,0,0|0,0,0|0,0,0|-0.9999981111416355,-0.0019436337474977865,0|9.761864261668757
9762|-3580232.142036323,-7607942.225058516,1975382.5795100573|5289.706274820999,-1862.589650442961,-1684.2323059040828|0,0,0|0,0,0|0,0,0|-0.999998110754634,-0.0019438328492494379,0|9.762003689931227
9763|-3576883.6080214465,-7609120.198074812,1974316.309187616|5291.10760917562,-1859.61021102991,-1685.0056409980043|0,0,0|0,0,0|0,0,0|-0.9999981103675928,-0.0019440319510010122,0|9.762143118248895
9764|-3573490.4418195756,-7610311.630828391,1973235.61554527|5292.5262006328485,-1856.5907666985017,-1685.7888117017378|0,0,0|0,0,0|0,0,0|-0.999998109980512,-0.0019442310527525094,0|9.762282546621762
9765|-3570137.4705499806,-7611486.735134143,1972167.514985456|5293.926583340844,-1853.6068005850314,-1686.5622386530936|0,0,0|0,0,0|0,0,0|-0.9999981095933915,-0.0019444301545039296,0|9.762421975049827
9766|-3566782.291570714,-7612660.410572752,1971098.5036622628|5295.326491626109,-1850.620580921905,-1687.3357111023304|0,0,0|0,0,0|0,0,0|-0.9999981092062314,-0.0019446292562552729,0|9.762561403533091
9767|-3563382.390101772,-7613847.484142222,1970015.0314681348|5296.743635713685,-1847.5942614721043,-1688.1190206096978|0,0,0|0,0,0|0,0,0|-0.9999981088190317,-0.001944828358006539,0|9.762700832071552
9768|-3559980.220512552,-7615033.087578641,1968930.623384829|5298.160291095532,-1844.5656249670246,-1688.9023765758814|0,0,0|0,0,0|0,0,0|-0.9999981084317924,-0.001945027459757728,0|9.762840260665213
9769|-3556618.3502225624,-7616202.425889054,1967858.8510412304|5299.558757618495,-1841.5725696242575,-1689.6759860848936|0,0,0|0,0,0|0,0,0|-0.9999981080445134,-0.0019452265615088398,0|9.76297968931407
9770|-3553254.2640928943,-7617370.325823947,1966786.1641802886|5300.95674541933,-1838.5772488313696,-1690.4496407013073|0,0,0|0,0,0|0,0,0|-0.9999981076571948,-0.0019454256632598745,0|9.763119118018128
9771|-3549845.3344336143,-7618551.541068124,1965698.9660926205|5302.371940314899,-1835.5417009019925,-1691.2331342798407|0,0,0|0,0,0|0,0,0|-0.9999981072698365,-0.0019456247650108322,0|9.763258546777385
9772|-3546434.1283045337,-7619731.27637966,1964610.8282572012|5303.786642062939,-1832.5038236768412,-1692.0166739086783|0,0,0|0,0,0|0,0,0|-0.9999981068824386,-0.0019458238667617127,0|9.76339797559184
9773|-3543020.643601261,-7620909.529277756,1963521.749700496|5305.200849535606,-1829.4636140649243,-1692.800259482486|0,0,0|0,0,0|0,0,0|-0.9999981064950011,-0.001946022968512516,0|9.763537404461493
9774|-3539647.5893698144,-7622071.596850211,1962445.360517007|5306.59689326227,-1826.459115211195,-1693.5740952197675|0,0,0|0,0,0|0,0,0|-0.9999981061075239,-0.0019462220702632423,0|9.763676833386343
9775|-3536272.30908941,-7623232.214011748,1961368.052093153|5307.992452795138,-1823.4523359116038,-1694.3479755534222|0,0,0|0,0,0|0,0,0|-0.9999981057200071,-0.0019464211720138915,0|9.763816262366394
9776|-3532852.0331697217,-7624406.042000024,1960276.1691231315|5309.405183088551,-1820.405169126475,-1695.131697180518|0,0,0|0,0,0|0,0,0|-0.9999981053324507,-0.0019466202737644634,0|9.763955691401641
9777|-3529429.470295485,-7625578.377651745,1959183.3415507753|5310.817414581705,-1817.3556576213853,-1695.915464323594|0,0,0|0,0,0|0,0,0|-0.9999981049448546,-0.0019468193755149581,0|9.764095120492087
9778|-3526004.6183545757,-7626749.218454874,1958089.5683968891|5312.229146125708,-1814.3037982819183,-1696.6992768721227|0,0,0|0,0,0|0,0,0|-0.9999981045572189,-0.0019470184772653757,0|9.764234549637731
